# Shipments,sZip,sState,cZip,cState,Weight,Charge,preferred_loc,preferred_state,differnece_distance,Estimated $,Savings
11761,N8W0A7,ON,S6V3P4,SK,103,$238.51 ,54942,WI,298,$103.51 ,$135 
10051,N8W0A7,ON,S7K2K9,SK,114,$237.05 ,54942,WI,304,$103.05 ,$134 
7566,N8W0A7,ON,T6B2R8,AB,90,$237.10 ,54942,WI,305,$103.10 ,$134 
12927,N8W0A7,ON,S6V5T4,SK,106,$235.20 ,54942,WI,298,$103.20 ,$132 
13135,N8W0A7,ON,S7N1Y8,SK,59,$232.91 ,54942,WI,304,$102.91 ,$130 
10797,N8W0A7,ON,R2C3L9,MB,89,$225.67 ,54942,WI,296,$103.67 ,$122 
16060,54942,WI,11232,NY,361,$220.53 ,N8W0A7,ON,303,$103.53 ,$117 
9234,N8W0A7,ON,T1Y7J8,AB,164,$216.84 ,90630,CA,370,$102.84 ,$114 
8426,N8W0A7,ON,T2E8A2,AB,105,$217.47 ,90630,CA,371,$103.47 ,$114 
8755,N8W0A7,ON,R3P2H7,MB,112,$217.45 ,54942,WI,297,$103.45 ,$114 
8949,N8W0A7,ON,T2C4Y5,AB,219,$217.02 ,90630,CA,373,$103.02 ,$114 
7885,N8W0A7,ON,T2C4Y5,AB,216,$216.19 ,90630,CA,373,$103.19 ,$113 
8585,N8W0A7,ON,T2C4W3,AB,123,$216.09 ,90630,CA,375,$103.09 ,$113 
7850,N8W0A7,ON,R3H0E3,MB,81,$216.14 ,54942,WI,297,$103.14 ,$113 
10789,N8W0A7,ON,T2G3R4,AB,62,$215.48 ,90630,CA,374,$103.48 ,$112 
9303,N8W0A7,ON,R3J3Z2,MB,157,$215.73 ,54942,WI,297,$103.73 ,$112 
7951,N8W0A7,ON,R2R2V7,MB,80,$215.37 ,54942,WI,297,$103.37 ,$112 
9993,N8W0A7,ON,T2P2X6,AB,128,$213.34 ,90630,CA,376,$103.34 ,$110 
10193,N8W0A7,ON,T2E6M7,AB,86,$213.34 ,90630,CA,376,$103.34 ,$110 
14331,53142,WI,7054,NJ,1251,$213.24 ,N8W0A7,ON,249,$103.24 ,$110 
12161,N8W0A7,ON,R2G1B9,MB,96,$213.08 ,54942,WI,297,$103.08 ,$110 
15842,54942,WI,8801,NJ,430,$213.58 ,N8W0A7,ON,305,$103.58 ,$110 
10259,N8W0A7,ON,R3M3S3,MB,103,$213.30 ,54942,WI,297,$103.30 ,$110 
10383,N8W0A7,ON,T2P0K3,AB,96,$213.59 ,90630,CA,376,$103.59 ,$110 
9738,N8W0A7,ON,T4A2J8,AB,102,$212.95 ,90630,CA,358,$102.95 ,$110 
12069,N8W0A7,ON,T2G2Y8,AB,106,$211.91 ,90630,CA,376,$102.91 ,$109 
12315,N8W0A7,ON,R3H0L3,MB,62,$212.48 ,54942,WI,297,$103.48 ,$109 
12452,N8W0A7,ON,T2G1S5,AB,158,$212.37 ,90630,CA,373,$103.37 ,$109 
10286,N8W0A7,ON,T2R1R9,AB,52,$212.07 ,90630,CA,376,$103.07 ,$109 
11649,N8W0A7,ON,R3E3L2,MB,128,$211.88 ,54942,WI,297,$102.88 ,$109 
10019,N8W0A7,ON,R3H1C5,MB,118,$212.68 ,54942,WI,297,$103.68 ,$109 
11373,N8W0A7,ON,R3H0V1,MB,135,$211.90 ,54942,WI,297,$102.90 ,$109 
9427,N8W0A7,ON,R3H0L3,MB,196,$212.30 ,54942,WI,297,$103.30 ,$109 
9451,N8W0A7,ON,R3H0C5,MB,126,$211.92 ,54942,WI,297,$102.92 ,$109 
9679,N8W0A7,ON,R3T4E1,MB,76,$212.41 ,54942,WI,297,$103.41 ,$109 
10511,N8W0A7,ON,R3H0L3,MB,190,$212.48 ,54942,WI,297,$103.48 ,$109 
12503,N8W0A7,ON,R3H0L3,MB,189,$212.34 ,54942,WI,297,$103.34 ,$109 
11402,N8W0A7,ON,T2E6Z8,AB,68,$210.90 ,90630,CA,368,$102.90 ,$108 
15827,54942,WI,10917,NY,426,$210.92 ,N8W0A7,ON,297,$102.92 ,$108 
12434,N8W0A7,ON,R3J3Z2,MB,114,$209.16 ,54942,WI,297,$103.16 ,$106 
7560,N8W0A7,ON,T5H3P7,AB,86,$209.29 ,54942,WI,304,$103.29 ,$106 
9459,N8W0A7,ON,T5M2V7,AB,63,$208.55 ,54942,WI,304,$103.55 ,$105 
10976,N8W0A7,ON,T7X6E2,AB,208,$208.18 ,54942,WI,305,$103.18 ,$105 
9972,N8W0A7,ON,T9E7M6,AB,86,$207.10 ,54942,WI,305,$103.10 ,$104 
13466,N8W0A7,ON,T4A0E3,AB,95,$206.90 ,90630,CA,362,$102.90 ,$104 
13688,N8W0A7,ON,T2E8A2,AB,96,$207.10 ,90630,CA,371,$103.10 ,$104 
13203,N8W0A7,ON,T2E6M7,AB,173,$207.54 ,90630,CA,376,$103.54 ,$104 
13568,N8W0A7,ON,R3H0L3,MB,154,$206.28 ,54942,WI,297,$103.28 ,$103 
10060,N8W0A7,ON,T9E0V6,AB,118,$205.93 ,54942,WI,305,$102.93 ,$103 
9619,N8W0A7,ON,T6S1A5,AB,168,$205.57 ,54942,WI,304,$103.57 ,$102 
12911,N8W0A7,ON,T7X6J4,AB,96,$205.23 ,54942,WI,304,$103.23 ,$102 
13932,N8W0A7,ON,R3H0L3,MB,68,$204.04 ,54942,WI,297,$103.04 ,$101 
11415,N8W0A7,ON,T5V1M7,AB,67,$203.86 ,54942,WI,304,$102.86 ,$101 
13637,N8W0A7,ON,R3H0L3,MB,55,$204.05 ,54942,WI,297,$103.05 ,$101 
13999,N8W0A7,ON,R3H0L3,MB,140,$201.95 ,54942,WI,297,$102.95 ,$99 
13876,N8W0A7,ON,T2C5B3,AB,71,$202.15 ,90630,CA,376,$103.15 ,$99 
13598,N8W0A7,ON,R2G1B9,MB,84,$201.67 ,54942,WI,297,$103.67 ,$98 
13140,N8W0A7,ON,T7X6E2,AB,65,$199.96 ,54942,WI,305,$102.96 ,$97 
13000,N8W0A7,ON,T5V1T4,AB,180,$199.96 ,54942,WI,304,$102.96 ,$97 
11562,N8W0A7,ON,V3M6K8,BC,54,$191.25 ,90630,CA,877,$103.25 ,$88 
15988,53142,WI,28273,NC,356,$172.25 ,N8W0A7,ON,132,$103.25 ,$69 
296744,53142,WI,R3G2W4,MB,0,$172.15 ,54942,WI,111,$109.15 ,$63 
1549,54942,WI,41048,KY,3872,$945.82 ,N8W0A7,ON,172,$884.82 ,$61 
386282,90630,CA,1949,MA,7,$44.71 ,N8W0A7,ON,1982,$8.71 ,$36 
7776,N8W0A7,ON,P8T1B4,ON,140,$826.10 ,54942,WI,256,$791.10 ,$35 
15924,53142,WI,98052,WA,490,$295.11 ,90630,CA,716,$262.11 ,$33 
258628,90630,CA,76177,TX,22,$68.46 ,53142,WI,345,$39.46 ,$29 
254220,90630,CA,76177,TX,22,$68.46 ,53142,WI,345,$39.46 ,$29 
465,54942,WI,41048,KY,6864,$913.81 ,N8W0A7,ON,172,$884.81 ,$29 
199678,54942,WI,33315,FL,1,$36.00 ,N8W0A7,ON,212,$9.00 ,$27 
29506,90630,CA,30341,GA,1,$35.17 ,N8W0A7,ON,1348,$8.17 ,$27 
187961,90630,CA,J3X2B1,QC,1.3,$33.23 ,N8W0A7,ON,1945,$8.23 ,$25 
306730,54942,WI,20743,MD,27,$33.39 ,N8W0A7,ON,311,$8.39 ,$25 
294445,54942,WI,20743,MD,27,$33.38 ,N8W0A7,ON,311,$8.38 ,$25 
285385,54942,WI,20743,MD,27,$33.39 ,N8W0A7,ON,311,$8.39 ,$25 
277424,54942,WI,20743,MD,27,$33.39 ,N8W0A7,ON,311,$8.39 ,$25 
298553,54942,WI,20743,MD,27,$33.39 ,N8W0A7,ON,311,$8.39 ,$25 
387336,54942,WI,60174,IL,36,$81.77 ,53142,WI,112,$63.77 ,$18 
357590,90630,CA,25550,WV,9.4,$24.93 ,N8W0A7,ON,1778,$8.93 ,$16 
359947,53142,WI,21224,MD,18.9,$18.80 ,N8W0A7,ON,237,$8.80 ,$10 
128883,90630,CA,30265,FL,3,$17.25 ,N8W0A7,ON,1287,$8.25 ,$9 
200610,90630,CA,32934,FL,3,$16.37 ,N8W0A7,ON,1257,$8.37 ,$8 
383722,53142,WI,28607,NC,11.4,$16.83 ,N8W0A7,ON,125,$8.83 ,$8 
60727,90630,CA,10019,DE,0.55,$16.07 ,N8W0A7,ON,1968,$9.07 ,$7 
318459,53142,WI,1969,MA,7,$15.93 ,N8W0A7,ON,244,$8.93 ,$7 
382674,54942,WI,33823,FL,29.5,$15.81 ,N8W0A7,ON,197,$8.81 ,$7 
371879,90630,CA,25550,WV,0.45,$15.42 ,N8W0A7,ON,1778,$8.42 ,$7 
394877,54942,WI,33823,FL,29.5,$15.81 ,N8W0A7,ON,197,$8.81 ,$7 
411263,54942,WI,33823,FL,29.7,$15.81 ,N8W0A7,ON,197,$8.81 ,$7 
39871,90630,CA,24060,CA,7.1,$16.10 ,N8W0A7,ON,1745,$9.10 ,$7 
102390,54942,WI,29607,AZ,18,$14.28 ,N8W0A7,ON,215,$8.28 ,$6 
209634,90630,CA,21250,MD,10.4,$14.55 ,N8W0A7,ON,1922,$8.55 ,$6 
57266,90630,CA,62526,KY,19.05,$17.12 ,53142,WI,1461,$11.12 ,$6 
112408,54942,WI,46738,AZ,18,$14.28 ,N8W0A7,ON,139,$8.28 ,$6 
24787,53142,WI,21401,MD,3,$14.22 ,N8W0A7,ON,234,$8.22 ,$6 
362583,54942,WI,47130,IN,10.8,$13.75 ,N8W0A7,ON,128,$8.75 ,$5 
358724,54942,WI,47130,IN,10.9,$13.75 ,N8W0A7,ON,128,$8.75 ,$5 
359424,53142,WI,18017,PA,2,$13.22 ,N8W0A7,ON,248,$8.22 ,$5 
357572,54942,WI,47130,IN,10.6,$13.75 ,N8W0A7,ON,128,$8.75 ,$5 
360893,54942,WI,47130,IN,10.6,$13.75 ,N8W0A7,ON,128,$8.75 ,$5 
395394,53142,WI,6810,CT,13.2,$12.17 ,N8W0A7,ON,249,$8.17 ,$4 
126472,54942,WI,27703,MA,25.4,$11.39 ,N8W0A7,ON,279,$8.39 ,$3 
82124,53142,WI,48082,MO,1,$11.36 ,N8W0A7,ON,237,$8.36 ,$3 
271095,54942,WI,4862,ME,6.5,$11.89 ,N8W0A7,ON,249,$8.89 ,$3 
95375,90630,CA,48187,AZ,1.2,$10.70 ,N8W0A7,ON,1932,$8.70 ,$2 
169527,54942,WI,17033,TX,11.7,$10.22 ,N8W0A7,ON,310,$8.22 ,$2 
81109,90630,CA,54401,KY,19.05,$17.10 ,54942,WI,1619,$15.10 ,$2 
146970,54942,WI,3824,PA,24.1,$10.94 ,N8W0A7,ON,267,$8.94 ,$2 
239374,90630,CA,28273,NC,0.5,$9.56 ,N8W0A7,ON,1610,$8.56 ,$1 
292544,54942,WI,37684,TN,13.4,$9.15 ,N8W0A7,ON,226,$8.15 ,$1 
320843,53142,WI,19975,DE,1.4,$10.01 ,N8W0A7,ON,235,$9.01 ,$1 
298655,54942,WI,37684,TN,13.1,$9.15 ,N8W0A7,ON,226,$8.15 ,$1 
301667,90630,CA,32259,FL,0.1,$9.56 ,N8W0A7,ON,1300,$8.56 ,$1 
302289,54942,WI,37684,TN,13.1,$9.15 ,N8W0A7,ON,226,$8.15 ,$1 
304460,54942,WI,37684,TN,13.1,$9.15 ,N8W0A7,ON,226,$8.15 ,$1 
304787,54942,WI,37684,TN,13.1,$9.15 ,N8W0A7,ON,226,$8.15 ,$1 
188324,53142,WI,3038,NH,1.9,$9.13 ,N8W0A7,ON,244,$8.13 ,$1 
39246,54942,WI,29201,OK,4.8,$9.18 ,N8W0A7,ON,234,$8.18 ,$1 
41063,90630,CA,33169,AR,0.8,$9.59 ,N8W0A7,ON,1176,$8.59 ,$1 
71426,53142,WI,12784,DC,14.9,$9.15 ,N8W0A7,ON,249,$8.15 ,$1 
27556,90630,CA,33621,FL,2.5,$9.60 ,N8W0A7,ON,1151,$8.60 ,$1 
88585,53142,WI,28078,GA,7.3,$9.16 ,N8W0A7,ON,134,$8.16 ,$1 
118691,53142,WI,23452,UT,5.6,$9.94 ,N8W0A7,ON,214,$8.94 ,$1 
149265,90630,CA,10012,SD,1.6,$10.06 ,N8W0A7,ON,1968,$9.06 ,$1 
275888,90630,CA,32259,FL,2.4,$9.54 ,N8W0A7,ON,1300,$8.54 ,$1 
181856,53142,WI,17754,PA,1.5,$9.12 ,N8W0A7,ON,249,$8.12 ,$1 
193339,53142,WI,17754,PA,4.6,$9.12 ,N8W0A7,ON,249,$8.12 ,$1 
242965,53142,WI,27260,NC,2.2,$9.16 ,N8W0A7,ON,156,$8.16 ,$1 
101846,53142,WI,8876,GA,12.5,$9.16 ,N8W0A7,ON,248,$8.16 ,$1 
178641,53142,WI,19486,PA,1,$9.13 ,N8W0A7,ON,247,$8.13 ,$1 
178780,54942,WI,18901,PA,1.9,$9.13 ,N8W0A7,ON,307,$8.13 ,$1 
180632,53142,WI,21401,MD,11.6,$9.53 ,N8W0A7,ON,234,$8.53 ,$1 
436440,54942,WI,47001,IN,14.3,$9.62 ,N8W0A7,ON,163,$8.62 ,$1 
264564,54942,WI,6410,CT,10.7,$9.15 ,N8W0A7,ON,292,$8.15 ,$1 
313445,53142,WI,27260,NC,5.8,$8.13 ,N8W0A7,ON,156,$8.13 ,$0 
399371,53142,WI,6029,CT,4.4,$8.45 ,N8W0A7,ON,248,$8.45 ,$0 
143759,90630,CA,L5M1L7,MO,0.3,$8.47 ,N8W0A7,ON,1967,$8.47 ,$0 
117712,53142,WI,85338,KY,8.6,$9.16 ,90630,CA,1147,$9.16 ,$0 
91905,90630,CA,12192,NC,1.1,$8.47 ,N8W0A7,ON,1982,$8.47 ,$0 
114802,90630,CA,34232,TN,5.1,$8.49 ,N8W0A7,ON,1120,$8.49 ,$0 
