sZip,sState,WeekNumber,Consolidated_data,Weight,Charge,# Shipments
41048,KY,21,KY42701,6580,$422.81 ,2
41048,KY,44,KY42701,7006,$695.69 ,2
41048,KY,20,IL60133,2343,$491.45 ,2
41048,KY,23,MN55447,645,$236.39 ,2
41048,KY,24,MN55447,318,$315.89 ,2
41048,KY,37,MN55447,636,$578.51 ,2
41048,KY,31,MI48201,245,$389.60 ,2
41048,KY,31,MI48314,1240,$260.28 ,2
41048,KY,14,MI48375,855,$403.75 ,2
41048,KY,42,MI48821,663,$208.80 ,2
41048,KY,44,MI48821,475,$206.84 ,2
41048,KY,25,MI49423,1809,$327.63 ,2
41048,KY,11,MI49512,457,$213.60 ,2
41048,KY,13,MI49512,861,$216.08 ,2
41048,KY,37,MI49512,623,$241.61 ,2
41048,KY,11,MI49548,282,$213.60 ,2
41048,KY,14,MI49548,2478,$467.49 ,2
41048,KY,16,MI49548,353,$214.40 ,2
41048,KY,47,MN55101,5215,$970.02 ,2
41048,KY,42,MO64093,695,$260.71 ,2
41048,KY,9,NE68124,233,$239.82 ,2
41048,KY,3,NJ7430,863,$352.43 ,2
41048,KY,14,NY13413,2340,$540.23 ,2
41048,KY,4,OH43035,318,$205.92 ,2
41048,KY,9,OH43035,3263,$396.47 ,2
41048,KY,29,OH43125,2135,$297.09 ,2
41048,KY,35,MN55317,1558,$444.57 ,2
41048,KY,36,MN55317,638,$330.95 ,2
41048,KY,36,MN55344,311,$208.00 ,2
41048,KY,42,MN55344,1324,$474.07 ,2
41048,KY,28,MN55374,1016,$586.62 ,2
41048,KY,37,MN55374,1190,$371.51 ,2
41048,KY,26,MN55379,552,$263.71 ,2
41048,KY,9,MN55447,725,$440.55 ,2
41048,KY,11,MN55447,1031,$366.46 ,2
41048,KY,5,GA30542,3298,$564.61 ,2
41048,KY,16,GA30809,628,$267.04 ,2
41048,KY,7,ID83642,344,$434.64 ,2
41048,KY,7,ID83712,390,$646.57 ,2
41048,KY,25,IL60050,4720,$542.14 ,2
41048,KY,17,IL60124,1103,$327.04 ,2
41048,KY,34,IL60124,818,$265.32 ,2
41048,KY,36,IL60124,220,$259.16 ,2
41048,KY,50,IL60124,1721,$372.55 ,2
41048,KY,21,OH44460,925,$210.68 ,2
41048,KY,27,OH44460,822,$209.74 ,2
41048,KY,38,MN55447,440,$232.78 ,2
41048,KY,35,MN56031,1317,$395.96 ,2
41048,KY,42,MN56031,1156,$357.91 ,2
41048,KY,9,MO63026,823,$224.95 ,2
41048,KY,31,MO63143,2136,$422.43 ,2
41048,KY,34,OH44718,669,$588.80 ,2
41048,KY,1,PA16625,3875,"$1,132.11 ",2
41048,KY,5,TN37849,741,$267.19 ,2
41048,KY,46,TN38118,762,$221.78 ,2
41048,KY,32,OH44004,588,$212.04 ,2
41048,KY,4,OH44145,1123,$251.72 ,2
41048,KY,7,OH44145,2100,$365.13 ,2
41048,KY,37,OH44145,519,$207.20 ,2
41048,KY,1,OH44223,2010,$304.54 ,2
41048,KY,5,OH44460,2059,$347.33 ,2
41048,KY,17,OH44460,708,$213.75 ,2
41048,KY,20,OH44460,2511,$383.50 ,2
41048,KY,41,IL60642,579,$261.37 ,2
41048,KY,51,GA30349,1505,$399.60 ,2
41048,KY,15,GA30434,337,$448.06 ,2
41048,KY,18,GA30434,296,$446.14 ,2
41048,KY,51,GA30005,593,$368.74 ,2
41048,KY,22,GA30071,1268,$328.01 ,2
41048,KY,29,GA30071,1265,$316.32 ,2
41048,KY,40,GA30071,2157,$564.31 ,2
41048,KY,41,GA30071,1992,$508.16 ,2
41048,KY,50,GA30087,381,$340.74 ,2
41048,KY,48,GA30106,2135,$508.08 ,2
41048,KY,35,GA30121,528,$344.20 ,2
41048,KY,30,WI54942,1183,$273.35 ,2
41048,KY,43,WI54942,4033,$658.83 ,2
41048,KY,31,OH44460,1018,$260.06 ,2
41048,KY,32,OH44460,750,$209.74 ,2
41048,KY,37,OH44460,1130,$236.53 ,2
41048,KY,42,OH44460,1108,$256.09 ,2
41048,KY,46,OH44460,1389,$275.00 ,2
41048,KY,27,OH44718,706,$589.60 ,2
41048,KY,45,WI53080,802,$222.53 ,2
41048,KY,7,WI53142,460,$205.92 ,2
41048,KY,15,WI53158,475,$212.80 ,2
41048,KY,29,WI53158,1315,$283.72 ,2
41048,KY,35,WI53209,764,$272.21 ,2
41048,KY,17,WI54022,710,$368.82 ,2
41048,KY,33,WI54022,1212,$475.24 ,2
41048,KY,42,WI54495,422,$206.40 ,2
41048,KY,50,WI54889,828,$331.94 ,2
41048,KY,5,WI54942,1080,$266.25 ,2
41048,KY,43,IL60126,10417,"$1,217.97 ",2
41048,KY,6,IL60133,3395,$719.54 ,2
41048,KY,11,FL34232,422,$427.42 ,2
41048,KY,5,GA30005,2589,$634.54 ,2
41048,KY,13,GA30005,736,$294.32 ,2
41048,KY,28,GA30005,930,$310.80 ,2
53142,WI,22,FL33025,2557,"$1,951.24 ",2
53142,WI,28,FL33025,2915,"$2,053.19 ",2
27260,NC,25,KY41048,3280,$629.60 ,2
27260,NC,34,KY41048,3741,$732.53 ,2
27260,NC,35,KY41048,2128,$499.75 ,2
27260,NC,44,KY41048,9676,"$1,500.40 ",2
27265,NC,8,KY41048,1015,$314.43 ,2
49423,MI,2,KY41048,4964,$593.18 ,2
49423,MI,9,KY41048,1918,$378.21 ,2
49423,MI,22,KY41048,2713,$522.59 ,2
49423,MI,33,KY41048,8653,"$1,626.73 ",2
92649,CA,45,IN46738,11780,"$4,145.04 ",2
32256,FL,35,KY41048,1368,$450.23 ,2
32256,FL,42,KY41048,3629,$861.81 ,2
32256,FL,46,KY41048,3512,$876.10 ,2
41048,KY,16,TN38305,342,$302.86 ,2
41048,KY,33,FL33167,596,$455.96 ,2
41048,KY,50,FL33167,436,$435.54 ,2
41048,KY,37,FL33178,1512,$629.15 ,2
41048,KY,41,FL33182,1398,$773.52 ,2
41048,KY,47,FL33182,2915,"$1,111.73 ",2
41048,KY,8,FL33186,3302,"$1,219.99 ",2
41048,KY,46,FL33186,3739,"$1,388.26 ",2
41048,KY,22,FL33309,330,$361.87 ,2
41048,KY,21,FL33331,443,$262.40 ,2
41048,KY,8,FL33607,934,$591.27 ,2
41048,KY,27,FL33607,2044,$860.83 ,2
41048,KY,32,FL33607,431,$322.00 ,2
41048,KY,27,FL33610,2478,$926.22 ,2
53142,WI,45,FL33025,3099,"$1,700.44 ",2
53142,WI,9,FL33025,792,$907.10 ,2
53142,WI,12,FL33025,991,"$1,050.81 ",2
41048,KY,20,DE19947,507,$315.79 ,2
41048,KY,25,FL32124,334,$261.38 ,2
53142,WI,30,FL33025,3684,"$1,970.50 ",2
41048,KY,31,FL32256,993,$457.17 ,2
41048,KY,31,FL32819,380,$364.64 ,2
41048,KY,49,FL32819,282,$265.10 ,2
41048,KY,21,FL32822,4616,"$1,485.31 ",2
41048,KY,28,FL32830,765,$443.67 ,2
41048,KY,37,FL33166,584,$367.44 ,2
41048,KY,8,FL33844,268,$268.86 ,2
41048,KY,21,FL33860,1541,$784.06 ,2
41048,KY,7,FL33122,413,$312.94 ,2
41048,KY,50,FL33122,3770,"$1,287.14 ",2
41048,KY,12,GA30265,2569,$537.84 ,2
41048,KY,7,GA30324,550,$469.94 ,2
41048,KY,38,FL33166,408,$257.45 ,2
53142,WI,49,FL33025,1776,"$1,199.72 ",2
53142,WI,51,FL33025,3553,"$2,436.53 ",2
53142,WI,52,IL60061,1515,$481.27 ,2
53142,WI,26,TN37013,1068,$410.62 ,2
53142,WI,35,TN37013,5036,$999.10 ,2
53142,WI,36,TN37013,6495,"$1,053.56 ",2
53142,WI,39,TN37013,1211,$370.32 ,2
53142,WI,4,TX78521,1590,"$1,345.47 ",2
41048,KY,37,CO80129,1461,$649.93 ,2
41048,KY,28,CO80223,180,$536.26 ,2
41048,KY,26,CO80239,1408,$684.43 ,2
41048,KY,23,CT6095,476,$412.06 ,2
41048,KY,11,CT6611,2683,"$1,338.90 ",2
41048,KY,19,CT6611,2433,"$1,537.64 ",2
41048,KY,47,CT6611,1182,$587.05 ,2
41048,KY,50,DE19802,364,$367.52 ,2
53142,WI,19,TX78521,666,$558.10 ,2
53142,WI,20,TX78521,3355,"$2,154.23 ",2
41048,KY,29,FL32177,720,$330.16 ,2
41048,KY,42,FL32219,420,$264.74 ,2
41048,KY,35,CA95054,315,$636.67 ,2
41048,KY,50,CA95054,430,$889.30 ,2
41048,KY,21,CA95112,2493,"$1,774.27 ",2
41048,KY,49,CA95377,1829,"$1,124.73 ",2
41048,KY,51,CA95377,3138,"$1,617.49 ",2
41048,KY,3,CA95826,1014,$728.97 ,2
41048,KY,9,CA95826,436,$568.81 ,2
41048,KY,40,CA95841,813,"$1,224.52 ",2
41048,KY,32,CO80112,519,$518.78 ,2
41048,KY,2,CO80129,486,$639.14 ,2
41048,KY,7,CO80129,1729,"$1,024.81 ",2
41048,KY,13,CO80129,642,$715.57 ,2
41048,KY,29,CA92509,420,$687.80 ,2
53142,WI,4,KY41048,2486,$592.21 ,2
53142,WI,27,TX78521,895,$703.83 ,2
41048,KY,24,CO80129,1024,$823.66 ,2
41048,KY,26,CO80129,1011,$579.96 ,2
41048,KY,1,CA92653,4143,"$2,276.98 ",2
41048,KY,2,CA92653,4077,"$1,898.62 ",2
41048,KY,3,CA92653,1589,"$1,014.18 ",2
41048,KY,35,CA92653,2400,"$1,327.31 ",2
41048,KY,28,CA93030,387,$517.93 ,2
41048,KY,19,CA94085,552,$921.79 ,2
41048,KY,44,CA94538,500,"$1,329.84 ",2
41048,KY,49,CA94804,1474,"$1,029.50 ",2
41048,KY,32,CA94901,2042,"$2,478.16 ",2
41048,KY,38,CA94901,1443,"$1,011.28 ",2
53142,WI,14,TX78521,1004,$794.26 ,2
53142,WI,48,TX78521,817,$479.50 ,2
53142,WI,26,WA98072,1890,"$1,071.98 ",2
53142,WI,1,KY41048,1479,$308.18 ,2
53142,WI,2,KY41048,4464,$990.86 ,2
41048,KY,43,CA94901,1241,$886.77 ,2
41048,KY,50,CA94901,805,$828.57 ,2
41048,KY,37,CA91355,851,$660.78 ,2
41048,KY,50,CA91730,1199,"$1,276.74 ",2
41048,KY,41,CA91746,1164,$855.46 ,2
41048,KY,30,CA91764,390,"$1,056.28 ",2
41048,KY,10,CA92154,1107,"$1,762.95 ",2
41048,KY,13,CA92154,1626,"$2,266.28 ",2
41048,KY,51,CA92154,2295,"$1,183.33 ",2
41048,KY,34,CA92335,782,$920.56 ,2
41048,KY,39,CA92408,5416,"$2,490.60 ",2
41048,KY,29,CA92508,315,$733.89 ,2
53142,WI,13,KY41048,2194,$716.15 ,2
53142,WI,15,KY41048,837,$221.63 ,2
53142,WI,23,KY41048,702,$226.92 ,2
53142,WI,43,MD21287,2728,$656.91 ,2
37931,TN,36,TX78521,4380,"$1,228.18 ",2
41048,KY,52,CA92571,1533,$933.26 ,2
41048,KY,46,CA92649,433,$764.13 ,2
41048,KY,39,AZ85338,877,$584.08 ,2
41048,KY,43,AZ85338,1063,$678.56 ,2
41048,KY,51,AZ85338,842,$583.18 ,2
41048,KY,24,CA90058,180,$558.58 ,2
41048,KY,24,CA90064,2397,"$2,551.38 ",2
41048,KY,13,CA90501,370,$574.36 ,2
41048,KY,10,CA90731,1181,$839.57 ,2
37931,TN,46,TX78521,1493,$663.21 ,2
37931,TN,49,TX78521,1245,"$1,483.73 ",2
41048,KY,52,AZ85284,7772,"$3,563.77 ",2
41048,KY,1,AZ85338,1634,$882.16 ,2
41048,KY,11,AZ85338,449,$874.55 ,2
41048,KY,16,AZ85338,1910,"$1,068.68 ",2
41048,KY,26,AZ85338,557,$500.74 ,2
78501,TX,30,KY41048,11181,"$3,007.22 ",2
37931,TN,50,TX78521,4487,"$1,543.02 ",2
37931,TN,52,TX78521,2059,$709.70 ,2
37931,TN,28,OH44145,6572,$657.18 ,2
H8T3P7,PQ,50,PQH3C1S4,416,$560.32 ,2
17601,PA,26,KY41048,320,$262.30 ,2
17601,PA,12,KY41048,3904,$598.82 ,2
17601,PA,23,KY41048,648,$339.27 ,2
17601,PA,27,KY41048,830,$340.56 ,2
17601,PA,30,KY41048,795,$340.56 ,2
17601,PA,49,KY41048,1008,$346.16 ,2
41048,KY,20,AZ85040,2350,"$2,087.85 ",2
41048,KY,41,AZ85040,1253,$816.75 ,2
41048,KY,23,AZ85041,240,$560.30 ,2
41048,KY,20,AZ85203,500,"$1,138.21 ",2
78501,TX,12,TX78521,2865,$267.13 ,2
78501,TX,11,KY41048,5742,"$2,025.28 ",2
78501,TX,12,KY41048,1109,$512.82 ,2
78501,TX,13,KY41048,17182,"$4,512.57 ",2
78501,TX,15,KY41048,11361,"$3,104.34 ",2
78501,TX,22,KY41048,16850,"$2,504.21 ",2
41048,KY,31,CA91020,435,$994.37 ,2
41048,KY,30,AZ85284,1927,"$1,272.14 ",2
41048,KY,37,AZ85284,8130,"$3,115.64 ",2
41048,KY,38,AZ85284,920,$825.29 ,2
41048,KY,43,AZ85284,1775,"$1,234.11 ",2
41048,KY,49,AZ85284,4552,"$1,933.45 ",2
54942,WI,39,KY41048,6225,"$1,317.36 ",2
54942,WI,51,KY41048,3247,$902.26 ,2
43125,OH,25,KY41048,5785,$645.33 ,2
43125,OH,43,KY41048,6543,"$1,130.82 ",2
78501,TX,43,KY41048,5395,"$1,593.95 ",2
78501,TX,1,TX78521,1303,$227.18 ,2
78501,TX,2,TX78521,2041,$277.07 ,2
41048,KY,29,AZ85338,902,$624.45 ,2
94544,CA,50,KY41048,2376,"$1,356.66 ",2
41048,KY,44,AL35805,677,$362.20 ,2
41048,KY,28,AL35812,485,$434.02 ,2
41048,KY,22,AL36092,2474,$537.66 ,2
41048,KY,23,AZ85009,160,"$1,868.58 ",2
41048,KY,23,AZ85024,1434,"$1,534.37 ",2
41048,KY,29,AZ85024,4989,"$2,042.80 ",2
41048,KY,25,AZ85034,230,$557.29 ,2
54942,WI,37,TX78521,1084,$789.81 ,2
54942,WI,39,TX78521,1769,"$1,112.45 ",2
54942,WI,40,TX78521,895,$682.94 ,2
54942,WI,41,TX78521,2629,"$1,761.45 ",2
54942,WI,43,TX78521,3201,"$1,909.53 ",2
54942,WI,48,TX78521,1196,$844.58 ,2
78501,TX,16,TX78521,1138,$229.60 ,2
78501,TX,21,TX78521,1788,$229.63 ,2
41048,KY,27,AZ85226,185,$562.44 ,2
54942,WI,4,KY41048,5408,"$1,011.04 ",2
54942,WI,10,KY41048,9694,"$2,125.18 ",2
54942,WI,11,KY41048,4610,$760.44 ,2
54942,WI,20,KY41048,1495,$302.82 ,2
54942,WI,21,KY41048,815,$260.70 ,2
54942,WI,26,KY41048,2046,$484.20 ,2
54942,WI,34,KY41048,4787,$935.72 ,2
76177,TX,14,TX78521,1268,$454.44 ,2
94538,CA,21,KY41048,1430,"$1,107.71 ",2
94538,CA,32,KY41048,1558,"$1,151.00 ",2
76051,TX,37,KY41048,765,$375.90 ,2
54942,WI,31,FL33025,5375,"$2,439.15 ",2
54942,WI,34,FL33025,2827,"$1,675.98 ",2
54942,WI,45,FL33025,2610,"$1,790.83 ",2
54942,WI,5,TX78521,500,$623.16 ,2
89423,NV,22,KY41048,1022,$882.06 ,2
89423,NV,26,KY41048,2995,"$2,103.62 ",2
43125,OH,50,KY41048,5280,$516.60 ,2
94544,CA,26,KY41048,3444,"$2,197.99 ",2
54942,WI,22,TX78521,474,$555.00 ,2
54942,WI,29,TX78521,451,$495.73 ,2
54942,WI,32,TX78521,923,$701.20 ,2
54942,WI,33,TX78521,790,$668.58 ,2
7950,NJ,25,KY41048,1080,$398.42 ,2
7950,NJ,31,KY41048,3925,$877.80 ,2
7950,NJ,42,KY41048,8070,"$1,408.24 ",2
7950,NJ,45,KY41048,904,$393.22 ,2
37813,TN,8,KY41048,1356,$357.82 ,2
33172,FL,3,KY41048,1662,$605.90 ,2
33172,FL,6,KY41048,3362,$957.86 ,2
33172,FL,12,KY41048,2254,$713.67 ,2
33172,FL,26,KY41048,3505,$951.86 ,2
89423,NV,3,KY41048,2085,"$1,599.28 ",2
89423,NV,20,KY41048,1934,"$1,482.34 ",2
54942,WI,1,KY41048,2522,$581.03 ,2
76177,TX,3,TX78521,654,$290.68 ,2
76177,TX,6,TX78521,759,$296.26 ,2
76177,TX,7,TX78521,774,$298.15 ,2
76177,TX,8,TX78521,393,$232.74 ,2
30542,GA,42,TX78521,898,$415.27 ,2
30542,GA,45,TX78521,1527,$604.07 ,2
33309,FL,5,KY41048,981,$387.05 ,2
33309,FL,20,KY41048,872,$344.05 ,2
33309,FL,29,KY41048,797,$340.32 ,2
33309,FL,47,KY41048,412,$264.47 ,2
33309,FL,48,KY41048,1158,$447.09 ,2
37122,TN,37,KY41048,955,$397.96 ,2
89423,NV,37,KY41048,1252,"$1,127.30 ",2
33025,FL,45,KY41048,2784,$830.03 ,2
93021,CA,1,KY41048,9588,"$4,555.99 ",2
93021,CA,14,KY41048,8289,"$4,288.52 ",2
93021,CA,42,KY41048,8244,"$3,718.35 ",2
7950,NJ,15,KY41048,655,$407.28 ,2
7950,NJ,16,KY41048,680,$407.59 ,2
7950,NJ,24,KY41048,1280,$433.28 ,2
37813,TN,28,KY41048,1803,$372.79 ,2
37813,TN,30,KY41048,2420,$401.78 ,2
37813,TN,33,KY41048,1757,$359.17 ,2
37813,TN,35,KY41048,1336,$288.04 ,2
37813,TN,37,KY41048,3940,$560.10 ,2
37122,TN,5,KY41048,4205,$627.28 ,2
37122,TN,9,KY41048,1246,$361.37 ,2
37122,TN,10,KY41048,766,$267.24 ,2
37122,TN,15,KY41048,415,$358.06 ,2
37122,TN,32,KY41048,2120,$350.12 ,2
54942,WI,10,TX78521,1324,"$1,269.21 ",2
22602,VA,19,VA20151,595,$200.00 ,2
22602,VA,18,VA20153,645,$200.00 ,2
56031,MN,31,KY41048,1275,$419.64 ,2
30542,GA,6,TX78521,11284,"$2,905.23 ",2
30542,GA,41,TX78521,2922,$979.99 ,2
85040,AZ,13,KY41048,1634,$993.92 ,2
85040,AZ,21,KY41048,901,$662.98 ,2
85040,AZ,22,KY41048,1340,$872.19 ,2
85040,AZ,26,KY41048,1058,$756.70 ,2
85040,AZ,28,KY41048,495,$772.02 ,2
37122,TN,45,KY41048,943,$405.10 ,2
37122,TN,49,KY41048,364,$265.20 ,2
37122,TN,52,KY41048,4130,"$1,017.05 ",2
7105,NJ,36,NJ07080,2526,$468.85 ,2
30071,GA,2,KY41048,383,$237.17 ,2
30071,GA,5,KY41048,829,$716.11 ,2
30071,GA,14,KY41048,305,$239.31 ,2
30071,GA,33,KY41048,505,$249.47 ,2
30071,GA,41,KY41048,1536,$550.65 ,2
30071,GA,43,KY41048,529,$263.57 ,2
30071,GA,47,KY41048,1685,$460.20 ,2
79936,TX,37,KY41048,445,$286.35 ,2
79936,TX,38,KY41048,445,$276.40 ,2
79936,TX,41,KY41048,3056,"$1,291.32 ",2
79936,TX,45,KY41048,1870,$860.06 ,2
79936,TX,48,KY41048,3195,"$1,684.37 ",2
97402,OR,43,KY41048,6282,"$2,558.56 ",2
75074,TX,46,KY41048,744,$317.29 ,2
55441,MN,30,FL33025,3094,"$1,649.53 ",2
32809,FL,19,KY41048,3640,$907.53 ,2
32809,FL,22,KY41048,2995,$760.61 ,2
32809,FL,35,KY41048,2090,$616.85 ,2
32809,FL,40,KY41048,1007,$357.15 ,2
85009,AZ,13,KY41048,1811,"$2,351.76 ",2
85009,AZ,49,KY41048,4042,"$1,621.94 ",2
85040,AZ,3,KY41048,1315,$917.01 ,2
85040,AZ,12,KY41048,1421,$911.18 ,2
85040,AZ,35,KY41048,404,$315.46 ,2
L1W3V9,ON,40,ONK8N5A9,280,$263.74 ,2
75074,TX,1,KY41048,1684,$573.23 ,2
75074,TX,5,KY41048,852,$351.43 ,2
75074,TX,7,KY41048,1850,$658.33 ,2
75074,TX,13,KY41048,1885,$647.29 ,2
75074,TX,17,KY41048,1200,$460.81 ,2
75074,TX,24,KY41048,2451,$731.80 ,2
75074,TX,33,KY41048,1911,$636.81 ,2
75074,TX,35,KY41048,800,$316.83 ,2
75074,TX,41,KY41048,848,$321.05 ,2
75074,TX,43,KY41048,1732,$575.20 ,2
75074,TX,45,KY41048,4111,"$1,242.16 ",2
33309,FL,49,KY41048,1101,$435.13 ,2
76177,TX,2,TX78521,756,$506.63 ,2
79936,TX,36,KY41048,1535,$709.19 ,2
32127,FL,2,KY41048,569,$239.71 ,2
32127,FL,24,KY41048,753,$268.70 ,2
32127,FL,28,KY41048,997,$383.62 ,2
32127,FL,39,KY41048,898,$300.42 ,2
97230,OR,30,KY41048,985,$609.74 ,2
92503,CA,5,KY41048,7096,"$3,760.82 ",2
92503,CA,9,KY41048,3207,"$2,034.54 ",2
92503,CA,28,KY41048,2196,"$1,578.06 ",2
92503,CA,31,KY41048,6000,"$2,486.92 ",2
92503,CA,39,OH43229,1777,$949.34 ,2
92503,CA,38,TX78521,1088,$572.41 ,2
84123,UT,40,KY41048,2415,"$1,133.19 ",2
78218,TX,13,KY41048,930,$543.21 ,2
78218,TX,16,KY41048,1925,"$1,002.13 ",2
78218,TX,18,KY41048,845,$474.38 ,2
78218,TX,21,KY41048,1230,$620.58 ,2
78218,TX,26,KY41048,1685,$839.31 ,2
92154,CA,13,KY41048,2816,$996.45 ,2
94577,CA,3,KY41048,1890,"$1,472.52 ",2
90740,CA,6,KY41048,2015,"$1,389.66 ",2
98108,WA,1,KY41048,10815,"$4,672.04 ",2
98108,WA,12,KY41048,4033,"$2,561.75 ",2
55379,MN,12,KY41048,654,$339.79 ,2
8873,NJ,23,TX78521,2221,"$1,552.57 ",2
8873,NJ,18,KY41048,6105,"$1,031.59 ",2
47803,IN,8,NH3079,900,$464.64 ,2
90505,CA,6,KY41048,6703,"$4,008.65 ",2
90505,CA,11,KY41048,9117,"$2,536.00 ",2
90505,CA,12,KY41048,3877,"$3,292.16 ",2
90505,CA,18,KY41048,6375,"$2,931.49 ",2
90505,CA,20,KY41048,901,$702.94 ,2
90505,CA,21,KY41048,10402,"$4,377.76 ",2
90505,CA,25,KY41048,6598,"$3,261.27 ",2
90505,CA,27,KY41048,4385,"$3,337.43 ",2
90505,CA,33,KY41048,4352,"$3,543.22 ",2
90505,CA,37,KY41048,6373,"$4,464.46 ",2
90505,CA,47,KY41048,8479,"$3,221.11 ",2
15401,PA,3,KY41048,270,$431.34 ,2
84119,UT,5,KY41048,3595,"$1,978.19 ",2
19090,PA,38,KY41048,285,$224.06 ,2
N8W0A7,ON,33,ABT2C5B3,1596,$777.52 ,2
N8W0A7,ON,48,ABT2G4B9,577,$701.33 ,2
N8W0A7,ON,37,ABT5S0A4,846,$695.41 ,2
N8W0A7,ON,46,ABT5S0A4,817,$681.18 ,2
N8W0A7,ON,1,ABT6B2R8,348,$599.00 ,2
N8W0A7,ON,31,ABT6X0V1,677,$834.66 ,2
N8W0A7,ON,44,ABT6X0V1,737,$820.74 ,2
N8W0A7,ON,36,BCV1V1S1,338,"$1,041.26 ",2
79936,TX,15,KY41048,1036,$493.79 ,2
79936,TX,16,KY41048,2842,"$1,154.45 ",2
N8W0A7,ON,50,MBR3H0L3,287,$562.68 ,2
N8W0A7,ON,22,BCV2N1W9,230,"$1,650.10 ",2
N8W0A7,ON,32,BCV2S7T9,140,$520.25 ,2
N8W0A7,ON,18,BCV2X8G1,1287,"$1,400.13 ",2
N8W0A7,ON,24,BCV2X8G1,1811,"$1,789.40 ",2
N8W0A7,ON,28,BCV2X8G1,392,$750.70 ,2
N8W0A7,ON,34,BCV2X8G1,1157,$946.76 ,2
N8W0A7,ON,38,BCV2X8G1,529,$936.46 ,2
N8W0A7,ON,40,BCV2X8G1,190,$535.32 ,2
N8W0A7,ON,23,BCV3K6Y7,266,$903.57 ,2
N8W0A7,ON,31,BCV3K6Y7,176,$533.56 ,2
N8W0A7,ON,25,BCV4N4C1,230,$937.48 ,2
N8W0A7,ON,18,BCV6K3G8,531,"$1,381.48 ",2
N8W0A7,ON,40,MBR3H0L2,388,"$1,171.87 ",2
N8W0A7,ON,20,ONK7L2V7,271,$349.62 ,2
N8W0A7,ON,26,ONK7L2V7,234,$350.06 ,2
N8W0A7,ON,1,MBR3H0L3,322,$735.92 ,2
N8W0A7,ON,11,MBR3H0L3,2093,"$1,446.44 ",2
N8W0A7,ON,16,MBR3H0L3,793,$735.20 ,2
N8W0A7,ON,30,MBR3H0L3,632,$581.47 ,2
N8W0A7,ON,40,MBR3H0L3,454,$579.86 ,2
N8W0A7,ON,43,MBR3H0L3,795,"$1,050.60 ",2
N8W0A7,ON,45,MBR3H0L3,545,$717.82 ,2
N8W0A7,ON,46,MBR3H0L3,586,$614.48 ,2
N8W0A7,ON,47,MBR3H0L3,502,$716.86 ,2
97402,OR,48,KY41048,5610,"$2,563.25 ",2
97402,OR,52,KY41048,7212,"$2,293.20 ",2
79936,TX,2,KY41048,10458,"$3,082.65 ",2
79936,TX,3,KY41048,746,$394.53 ,2
79936,TX,12,KY41048,3215,"$1,303.83 ",2
92880,CA,4,KY41048,1051,$929.78 ,2
92880,CA,39,KY41048,485,$437.06 ,2
33442,FL,50,KY41048,2010,$721.30 ,2
33178,FL,37,KY41048,6725,"$1,493.61 ",2
7073,NJ,12,KY41048,1061,$275.02 ,2
N8W0A7,ON,50,ONL0S1J0,468,$443.41 ,2
N8W0A7,ON,27,NBE1C1Y4,518,$778.63 ,2
N8W0A7,ON,26,NBE3B5B4,758,"$1,120.88 ",2
N8W0A7,ON,32,NSB3B0G3,691,$821.02 ,2
N8W0A7,ON,34,NSB3B0G3,544,$664.42 ,2
N8W0A7,ON,15,ONK0B1L0,2161,"$1,595.25 ",2
N8W0A7,ON,19,ONK0B1L0,534,"$1,101.11 ",2
N8W0A7,ON,45,ONK0B1L0,801,"$1,405.38 ",2
N8W0A7,ON,18,ONK1G4J5,293,$443.35 ,2
N8W0A7,ON,29,ONK1H8L6,1505,$713.32 ,2
N8W0A7,ON,21,ONK7K0J7,306,$657.83 ,2
N8W0A7,ON,39,ONK9J7C6,412,$611.86 ,2
N8W0A7,ON,21,ONL0S1J0,384,$458.82 ,2
N8W0A7,ON,32,ONL0S1J0,541,$384.79 ,2
N8W0A7,ON,38,ONL0S1J0,695,$454.68 ,2
N8W0A7,ON,43,ONL0S1J0,762,$454.45 ,2
N8W0A7,ON,47,ONL0S1J0,576,$449.01 ,2
79936,TX,30,KY41048,2155,$949.11 ,2
60639,IL,34,KY41048,880,$243.75 ,2
60639,IL,43,KY41048,1635,$369.18 ,2
60639,IL,50,KY41048,1905,$399.63 ,2
90221,CA,15,KY41048,6826,"$2,433.44 ",2
90221,CA,24,KY41048,4801,"$2,700.53 ",2
90221,CA,43,KY41048,8647,"$2,325.33 ",2
90221,CA,47,KY41048,5055,"$2,221.88 ",2
90221,CA,48,KY41048,2972,"$1,358.61 ",2
90221,CA,39,TX77031,4280,"$1,538.17 ",2
N8W0A7,ON,31,ONL3R9X4,626,$405.75 ,2
N8W0A7,ON,33,ONL3R9X4,2751,$753.52 ,2
N8W0A7,ON,37,ONL3R9X4,2897,"$1,183.96 ",2
N8W0A7,ON,51,ONL0S1J0,500,$448.28 ,2
N8W0A7,ON,22,ONL1J7E2,1202,$533.74 ,2
N8W0A7,ON,43,ONL1J7E2,1585,$449.31 ,2
N8W0A7,ON,44,ONL1J7E2,4954,$753.90 ,2
N8W0A7,ON,39,ONL1W3V9,280,$347.24 ,2
N8W0A7,ON,37,ONL3R0E4,941,$406.59 ,2
N8W0A7,ON,47,ONL3R0E4,1026,$516.41 ,2
N8W0A7,ON,35,ONL3R1B2,364,$413.42 ,2
N8W0A7,ON,18,ONL3R4H9,1136,$446.42 ,2
