sCity,ShipDate,Consolidated_data,Weight,Charge,# Shipments
Hebron,1/15/2024,MN55337,136.8,$62.52 ,6
Hebron,5/8/2024,NC27587,136.8,$81.60 ,6
Hebron,1/24/2024,NY13088,136.8,$55.32 ,6
HEBRON,12/9/2024,NY10803,136.2,$54.36 ,6
HEBRON,9/16/2024,TX77023,136.2,$60.78 ,6
Hebron,4/5/2024,NY14215,136.2,$55.50 ,6
Hebron,10/3/2024,WA98188,135.6,$151.14 ,6
Salt Lake City,9/30/2024,KY41048,135.6,$100.98 ,6
Hebron,9/6/2024,FL34103,135,$90.00 ,6
Hebron,1/31/2024,GA30005,135,$55.32 ,6
Hebron,10/17/2024,TX75006,135,$115.08 ,6
Hebron,9/13/2024,CA94587,134.4,$101.34 ,6
Hebron,2/19/2024,GA30809,134.4,$55.56 ,6
KENOSHA,5/8/2024,KY41048,134.4,$55.14 ,6
GREENVILLE,9/24/2024,AL35805,133.8,$60.72 ,6
Hebron,9/13/2024,CA94587,133.8,$101.34 ,6
Hebron,1/24/2024,TN37206,133.8,$54.72 ,6
Hebron,4/3/2024,PA19403,133.2,$232.98 ,6
Hebron,3/21/2024,OH44203,132.6,$54.90 ,6
FAIRMONT,2/8/2024,AZ85204,132,$76.92 ,6
HEBRON,9/10/2024,VA20166,132,$321.54 ,6
Hebron,5/15/2024,NJ88101,132,$55.08 ,6
Hebron,1/26/2024,NY11933,132,$83.76 ,6
Hebron,10/29/2024,TN37406,132,$85.80 ,6
TORRANCE,4/5/2024,RI28885,132,$109.62 ,6
Hebron,2/7/2024,IL60195,131.4,$54.72 ,6
Hebron,9/19/2024,KY40324,130.8,$48.72 ,6
Hebron,3/28/2024,CA95206,129,$118.74 ,6
Hebron,12/26/2024,OH45433,129,$51.36 ,6
Hebron,2/6/2024,CA92020,128.4,$162.66 ,6
Hebron,9/24/2024,MD21224,128.4,$54.84 ,6
Hebron,1/5/2024,CA92502,127.2,$118.56 ,6
CYPRESS,11/13/2024,KY41048,126,$93.24 ,6
HEBRON,10/11/2024,NJ8807,126,$490.62 ,6
KNOXVILLE,10/30/2024,FL33032,126,$420.72 ,6
HEBRON,9/12/2024,OK73102,122.4,$58.56 ,6
Hebron,1/26/2024,MT59623,121.2,$89.58 ,6
Hebron,1/5/2024,AL36830,120.6,$91.98 ,6
HEBRON,10/24/2024,KY40206,120,$91.26 ,6
Hebron,10/30/2024,MA14602,120,$274.62 ,6
Hebron,12/30/2024,NY11217,120,$79.56 ,6
Boothwyn,9/16/2024,KY41048,118.8,$57.42 ,6
HEBRON,9/20/2024,DC20004,118.8,$104.88 ,6
Hebron,2/28/2024,IL61484,118.8,$94.14 ,6
Hebron,5/3/2024,AL35233,118.2,$54.78 ,6
Hebron,12/20/2024,AL35233,118.2,$49.20 ,6
Hebron,5/3/2024,AL35233,117.6,$54.78 ,6
Hebron,2/19/2024,TN37919,117,$93.90 ,6
Hebron,3/18/2024,TN37919,117,$93.72 ,6
Hebron,2/19/2024,TN37919,116.4,$93.90 ,6
Hebron,3/18/2024,TX75006,116.4,$65.34 ,6
Hebron,5/13/2024,AL35806,115.2,$55.08 ,6
Hebron,1/5/2024,GA30809,115.2,$54.78 ,6
Hebron,2/27/2024,CA96130,114.6,$119.16 ,6
Hebron,2/8/2024,OH44125,114.6,$54.72 ,6
JACKSONVILLE,10/14/2024,KY41048,114.6,$112.38 ,6
EUGENE,11/12/2024,TX78041,114,$348.00 ,6
HEBRON,2/14/2024,PA15061,114,$145.86 ,6
Hebron,1/5/2024,OH45701,113.4,$68.04 ,6
COMPTON,9/13/2024,MA10012,112.5,$92.04 ,6
GREENVILLE,9/6/2024,NJ71103,111.6,$55.74 ,6
Hebron,3/6/2024,TX78121,111.6,$109.14 ,6
Hebron,10/11/2024,NY11779,111,$151.92 ,6
Jacksonville,9/18/2024,KY41048,111,$58.14 ,6
Hebron,11/1/2024,CA94111,110.7,$178.98 ,6
Hebron,3/27/2024,LA70123,110.4,$63.00 ,6
Hebron,3/11/2024,NY13088,109.8,$54.90 ,6
Hebron,4/2/2024,NY13088,109.2,$54.90 ,6
GREENVILLE,11/21/2024,AZ85193,108.6,$87.36 ,6
Hebron,11/12/2024,CA91789,108.6,$87.96 ,6
Hebron,1/26/2024,NC27215,108.6,$54.72 ,6
HEBRON,5/10/2024,AZ85756,108,$87.24 ,6
HEBRON,9/19/2024,PA18067,108,$61.50 ,6
Hebron,11/6/2024,CA91789,108,$83.46 ,6
Hebron,9/10/2024,MI48030,108,$70.98 ,6
Hebron,10/16/2024,NJ76071,108,$104.94 ,6
Hebron,5/13/2024,SD57107,108,$120.42 ,6
HEBRON,9/19/2024,PA18067,107.4,$61.50 ,6
Hebron,9/25/2024,MN55344,107.4,$70.86 ,6
Hebron,10/29/2024,NH30603,107.4,$90.06 ,6
MORRISTOWN,11/21/2024,KY41048,107.4,$50.82 ,6
HEBRON,12/9/2024,AZ85353,106.8,$80.88 ,6
HEBRON,10/29/2024,CA95377,106.8,$153.42 ,6
Hebron,9/23/2024,CA95377,106.8,$83.34 ,6
Hebron,4/10/2024,TX75172,106.8,$60.00 ,6
Hebron,9/27/2024,TX76177,106.8,$53.04 ,6
Hebron,4/1/2024,CA95377,106.2,$94.44 ,6
Hebron,9/23/2024,CA95377,106.2,$83.34 ,6
Hebron,5/13/2024,KY42101,106.2,$55.08 ,6
Hebron,1/31/2024,CA92679,105.6,$169.32 ,6
Hebron,2/19/2024,MN55344,105.6,$77.70 ,6
Hebron,3/5/2024,OH45246,105.6,$54.90 ,6
FORT LAUDERDALE,1/12/2024,KY41048,105,$62.64 ,6
HEBRON,9/26/2024,UT84104,105,$76.62 ,6
Hebron,9/16/2024,CA92679,105,$133.80 ,6
Hebron,2/5/2024,CA95377,105,$94.14 ,6
Hebron,3/20/2024,FL33172,104.4,$97.02 ,6
Hebron,2/20/2024,MO65201,104.4,$54.96 ,6
ANAHEIM,3/26/2024,IL60527,103.8,$132.48 ,6
Hebron,2/14/2024,MS39530,103.8,$96.66 ,6
Hebron,2/2/2024,SC29334,103.2,$54.72 ,6
Hebron,9/4/2024,GA30269,102.6,$57.24 ,6
CYPRESS,2/12/2024,KY41048,102,$87.30 ,6
FREMONT,5/3/2024,KY41048,102,$87.48 ,6
HEBRON,10/10/2024,CA94503,102,$405.78 ,6
Hebron,12/13/2024,IL60602,102,$57.72 ,6
Hebron,12/3/2024,NC27215,102,$48.66 ,6
Hebron,11/12/2024,GA30655,101.7,$79.92 ,6
Hebron,2/23/2024,CA95370,101.4,$101.10 ,6
Hebron,1/2/2024,CO80004,101.4,$67.44 ,6
Hebron,12/16/2024,IN46060,101.4,$48.66 ,6
Hebron,5/6/2024,MS39501,101.4,$57.66 ,6
Hebron,2/22/2024,NY10314,101.4,$54.96 ,6
Hebron,9/12/2024,MO64116,100.8,$70.98 ,6
Hebron,3/18/2024,TX77043,100.8,$70.68 ,6
Hebron,2/15/2024,VA20175,100.8,$54.72 ,6
Hebron,2/19/2024,VA23230,100.8,$54.96 ,6
CYPRESS,2/2/2024,KY41048,100.5,$87.30 ,6
Hebron,11/5/2024,AZ85309,100.2,$73.92 ,6
Hebron,10/31/2024,OR97062,100.2,$156.90 ,6
GREENVILLE,4/1/2024,NJ88762,99.6,$57.36 ,6
HEBRON,2/5/2024,NY12866,99.6,$107.46 ,6
Hebron,12/12/2024,AZ85142,99.6,$77.94 ,6
Knoxville,3/26/2024,KY40213,99.6,$57.36 ,6
SAN ANTONIO,9/25/2024,KY41048,99.6,$59.58 ,6
"SOUTH PLAINFIELD,",10/10/2024,SC29730,99.6,$67.38 ,6
Hebron,3/28/2024,CA94085,99.3,$87.60 ,6
GREENVILLE,4/1/2024,NJ88762,99,$57.36 ,6
Hebron,9/24/2024,MD21219,99,$48.66 ,6
Hebron,10/7/2024,OR97233,98.4,$144.66 ,6
Hebron,3/26/2024,GA30117,97.2,$68.16 ,6
Hebron,11/22/2024,SC29369,97.2,$57.72 ,6
Hebron,11/15/2024,GA30144,96.6,$48.66 ,6
HEBRON,12/12/2024,AZ85338,96,$85.74 ,6
Hebron,10/31/2024,GA30144,96,$75.60 ,6
Hebron,12/16/2024,TN37076,96,$65.04 ,6
Hebron,4/17/2024,NY11757,94.8,$54.90 ,6
Knoxville,4/1/2024,AZ85027,94.8,$87.42 ,6
Hebron,4/15/2024,MD21157,94.2,$68.16 ,6
Hebron,2/28/2024,MI48375,93.6,$54.96 ,6
Hebron,4/1/2024,TX77511,93.6,$91.74 ,6
Woodridge,2/23/2024,KY41048,93.6,$54.96 ,6
Hebron,9/23/2024,TX77080,93,$49.26 ,6
Hebron,5/8/2024,AL36350,91.8,$91.32 ,6
Knoxville,12/20/2024,FL33122,91.8,$64.44 ,6
PORTLAND,4/11/2024,KY41048,91.8,$87.42 ,6
"SOUTH PLAINFIELD,",5/14/2024,FL33018,91.8,$98.34 ,6
Boothwyn,9/16/2024,KY41048,91.2,$60.12 ,6
Hebron,2/19/2024,TN37211,91.2,$58.32 ,6
HEBRON,9/9/2024,IN46184,90.6,$48.72 ,6
Hebron,11/6/2024,MI48103,90.6,$48.72 ,6
Hebron,1/19/2024,NC28128,90.6,$71.10 ,6
ELGIN,11/20/2024,KY41048,90,$48.66 ,6
HEBRON,1/17/2024,DE19803,90,$267.00 ,6
Hebron,5/15/2024,CA92653,90,$94.80 ,6
Hebron,9/26/2024,CA95037,90,$73.56 ,6
Hebron,9/10/2024,FL33014,90,$48.72 ,6
Hebron,5/6/2024,MI48103,90,$55.14 ,6
Hebron,9/30/2024,MI48103,90,$48.66 ,6
Hebron,4/2/2024,GA31634,89.4,$71.34 ,6
Hebron,3/18/2024,TX78744,89.4,$57.36 ,6
HEBRON,3/26/2024,CT6492,88.8,$64.98 ,6
Hebron,2/12/2024,GA31408,88.8,$54.72 ,6
Hebron,1/17/2024,VA22060,88.8,$54.72 ,6
Hebron,1/9/2024,IN46184,88.2,$44.52 ,6
Hebron,10/16/2024,TX76114,88.2,$107.76 ,6
Hebron,3/14/2024,FL33014,87.6,$54.90 ,6
Hebron,1/19/2024,MN55344,87.6,$77.34 ,6
Hebron,5/8/2024,SC29440,87.6,$71.64 ,6
Hebron,2/7/2024,TN37421,87.6,$54.72 ,6
Hebron,5/8/2024,SC29440,87,$71.64 ,6
HUNTINGTON BEACH,3/29/2024,TX78218,86.4,$62.82 ,6
Hebron,1/9/2024,MI48103,86.4,$54.72 ,6
Boothwyn,12/17/2024,KY41048,85.8,$63.30 ,6
HOLLAND,11/13/2024,NC28315,85.8,$62.70 ,6
Hebron,9/23/2024,NY13088,85.8,$70.86 ,6
Hebron,3/18/2024,OH44113,85.8,$55.08 ,6
HEBRON,5/14/2024,GA30354,85.2,$55.08 ,6
Hebron,3/19/2024,FL34103,85.2,$69.36 ,6
Hebron,9/23/2024,NY13088,85.2,$70.86 ,6
Hebron,3/18/2024,OH44113,85.2,$55.08 ,6
Hebron,5/1/2024,WI53718,85.2,$54.78 ,6
Hebron,5/1/2024,WI53718,84.6,$54.78 ,6
Allendale,10/3/2024,KY41048,84,$48.66 ,6
Burnsville,12/27/2024,KY41048,84,$48.66 ,6
Hebron,3/5/2024,GA31069,84,$68.16 ,6
Hebron,2/12/2024,GA31216,84,$54.72 ,6
Hebron,5/3/2024,MI48827,84,$68.04 ,6
"SOUTH PLAINFIELD,",2/14/2024,NY14580,84,$57.18 ,6
GREENVILLE,9/16/2024,NJ78264,82.2,$60.06 ,6
Hebron,10/15/2024,NY11205,82.2,$92.40 ,6
Hebron,9/19/2024,OH44145,82.2,$149.52 ,6
HEBRON,12/10/2024,NY14580,80.4,$53.58 ,6
HEBRON,3/13/2024,NE5651,79.8,$462.48 ,6
Hebron,1/12/2024,NC28607,79.8,$90.60 ,6
Hebron,2/26/2024,PA19033,79.8,$54.96 ,6
Hebron,9/9/2024,FL33069,79.2,$48.72 ,6
Hebron,9/5/2024,MI48084,79.2,$48.78 ,6
Hebron,10/21/2024,CT60332,78.6,$80.10 ,6
Hebron,10/21/2024,CT68772,78.6,$58.80 ,6
Hebron,9/10/2024,KY40514,78.6,$60.06 ,6
Henderson,12/16/2024,KY41048,78.6,$71.88 ,6
GEORGETOWN,1/22/2024,KY41048,78,$312.96 ,6
HEBRON,12/3/2024,FL33511,78,$238.62 ,6
Hebron,10/15/2024,CT64791,78,$75.06 ,6
"SOUTH PLAINFIELD,",1/23/2024,SC29576,78,$71.04 ,6
AUSTIN,1/26/2024,KY41048,77.7,$54.72 ,6
Hebron,11/6/2024,NY10010,77.4,$80.04 ,6
CYPRESS,9/25/2024,KY41048,76.8,$70.68 ,6
CYPRESS,10/9/2024,KY41048,76.8,$123.54 ,6
Hebron,10/31/2024,IL60642,76.8,$51.24 ,6
Hebron,11/13/2024,OH45011,76.8,$48.66 ,6
Hebron,12/6/2024,CA92653,76.5,$160.02 ,6
HEBRON,11/22/2024,MI49424,76.2,$70.86 ,6
Hebron,1/30/2024,IL60124,76.2,$54.72 ,6
Hebron,11/11/2024,IL60173,76.2,$48.66 ,6
Hebron,2/7/2024,KY40299,76.2,$75.42 ,6
Hebron,11/25/2024,TN38382,76.2,$57.72 ,6
Hebron,1/3/2024,WI53211,76.2,$54.78 ,6
Hebron,12/6/2024,CA92653,75.84,$160.02 ,6
Hebron,11/1/2024,CA90703,75.6,$126.90 ,6
Hebron,4/2/2024,NY10010,75.6,$90.84 ,6
Hebron,12/16/2024,CA90703,74.4,$74.64 ,6
Hebron,1/17/2024,NY10010,74.4,$67.98 ,6
COMPTON,10/3/2024,PA17406,73.8,$65.04 ,6
HOLLAND,1/12/2024,TN37421,73.8,$57.18 ,6
Hebron,2/23/2024,CA91304,73.2,$73.86 ,6
Hebron,1/11/2024,IL62702,73.2,$70.80 ,6
Hebron,3/18/2024,NJ74302,73.2,$54.90 ,6
Hebron,9/27/2024,CA95054,72.6,$83.34 ,6
Hebron,11/4/2024,IL60173,72.6,$45.72 ,6
Hebron,1/31/2024,MA10271,72.6,$54.72 ,6
Hebron,10/17/2024,NY11788,72.6,$152.10 ,6
Hebron,3/5/2024,OH45249,72.6,$50.04 ,6
Hebron,5/1/2024,TX77840,72.6,$54.78 ,6
GREENVILLE,2/19/2024,KY41048,72,$54.96 ,6
HEBRON,10/16/2024,HI96797,72,$352.74 ,6
HEBRON,3/19/2024,IL60143,72,$59.10 ,6
Hebron,10/4/2024,GA30004,72,$48.66 ,6
Hebron,12/2/2024,MN55447,72,$48.66 ,6
Hebron,3/26/2024,NJ78322,72,$71.34 ,6
Hebron,3/5/2024,OH45249,72,$46.14 ,6
Hebron,3/28/2024,OH45249,72,$46.68 ,6
Hebron,2/9/2024,GA30004,71.4,$54.72 ,6
Hebron,2/1/2024,MI48375,71.4,$54.72 ,6
Hebron,2/13/2024,MN55447,71.4,$54.72 ,6
Hebron,1/19/2024,NC27703,71.4,$80.88 ,6
Hebron,5/9/2024,OH45249,71.4,$47.46 ,6
Hebron,12/4/2024,OH45249,71.4,$46.74 ,6
Hebron,4/2/2024,TN38152,71.4,$77.58 ,6
Hebron,11/12/2024,MI48334,70.8,$48.66 ,6
Hebron,10/15/2024,KY41048,70.2,$78.60 ,6
Hebron,5/1/2024,CT60293,69.6,$60.00 ,6
Hebron,3/13/2024,OH44113,69.6,$54.90 ,6
HEBRON,12/11/2024,NC28659,69,$57.72 ,6
Hebron,9/6/2024,MI49508,69,$48.78 ,6
Hebron,3/4/2024,MO63026,69,$54.90 ,6
Hebron,1/17/2024,MO63390,69,$71.10 ,6
CHARLOTTE,3/20/2024,CA95322,67.8,$114.54 ,6
HEBRON,12/9/2024,TX75172,67.8,$48.66 ,6
Hebron,9/12/2024,IL60143,67.8,$48.72 ,6
Hebron,1/17/2024,MO63390,67.8,$71.10 ,6
Hebron,9/12/2024,IL60143,66.6,$48.72 ,6
Hebron,5/10/2024,CA92154,66.3,$70.86 ,6
HEBRON,2/14/2024,CA94107,66,$299.10 ,6
Hebron,1/31/2024,MS38611,65.4,$93.72 ,6
Hebron,12/13/2024,TX78245,65.4,$66.24 ,6
Hebron,5/8/2024,GA30096,64.8,$55.14 ,6
GREENVILLE,5/7/2024,KY41048,63.6,$55.14 ,6
Hebron,9/17/2024,FL32899,63.6,$48.72 ,6
Hebron,1/17/2024,MA14602,63.6,$64.80 ,6
Hebron,11/21/2024,ID83328,63,$63.78 ,6
Hebron,11/13/2024,SC29201,63,$70.86 ,6
CYPRESS,5/9/2024,KY41048,62.4,$68.22 ,6
Hebron,12/2/2024,VA22309,62.4,$70.86 ,6
Mt. Pleasant,4/11/2024,KY42410,62.4,$74.34 ,6
Hebron,10/7/2024,OH43123,61.8,$46.74 ,6
Hebron,5/9/2024,OR97214,60.6,$91.02 ,6
HEBRON,3/19/2024,AK99669,60,$240.90 ,6
HEBRON,1/22/2024,FL33614,60,$125.34 ,6
HEBRON,5/9/2024,NV89191,60,$211.56 ,6
KENOSHA,2/21/2024,KY41048,60,$54.96 ,6
KENOSHA,4/3/2024,KY41048,58.8,$54.90 ,6
Hebron,1/11/2024,MI48375,58.2,$54.72 ,6
Hebron,2/16/2024,CA92656,57.6,$63.48 ,6
Hebron,11/25/2024,IN46797,57.6,$79.92 ,6
Hebron,11/14/2024,LA70726,57.6,$48.66 ,6
HEBRON,12/20/2024,GA30168,57,$48.66 ,6
Hebron,3/18/2024,CA92653,57,$63.66 ,6
Hebron,11/5/2024,IN46738,56.4,$50.70 ,6
Hebron,2/12/2024,OH45040,56.4,$54.72 ,6
HEBRON,11/6/2024,CA90280,55.8,$59.40 ,6
Hebron,11/18/2024,CA95377,55.8,$59.34 ,6
Hebron,4/1/2024,IN46738,55.8,$48.84 ,6
Hebron,9/9/2024,IN46738,55.8,$48.72 ,6
Hebron,12/17/2024,IN46738,55.8,$28.56 ,6
Hebron,1/30/2024,MI49507,55.8,$54.72 ,6
Hebron,1/25/2024,OH44060,55.8,$54.72 ,6
Hebron,11/14/2024,RI28606,55.8,$48.66 ,6
Hebron,11/12/2024,TN37013,55.8,$48.66 ,6
Hebron,10/11/2024,WI54022,55.8,$92.04 ,6
Morris Plains,10/30/2024,GA30253,55.8,$67.98 ,6
Hebron,3/28/2024,IN46738,55.2,$48.24 ,6
Hebron,10/15/2024,IN46738,55.2,$43.62 ,6
Hebron,4/16/2024,TN37013,55.2,$54.90 ,6
Hebron,2/23/2024,IL60188,54.6,$54.96 ,6
Hebron,3/29/2024,IN46738,54.6,$42.78 ,6
Hebron,5/10/2024,IN46738,54.6,$30.00 ,6
Hebron,3/22/2024,MI48180,54.6,$54.90 ,6
Hebron,5/7/2024,MO63026,54.6,$55.14 ,6
Hebron,3/29/2024,NV89104,54.6,$57.12 ,6
Hebron,12/4/2024,PA18109,54.6,$48.66 ,6
HEBRON,2/26/2024,VA22546,54,$102.06 ,6
Hebron,10/11/2024,MA21434,54,$89.52 ,6
HOLLAND,2/8/2024,IL60639,53.4,$57.18 ,6
HOLLAND,3/22/2024,TN37421,53.4,$57.36 ,6
Hebron,11/6/2024,OH44028,53.4,$48.72 ,6
Hebron,4/1/2024,OH44111,53.4,$54.90 ,6
HEBRON,11/7/2024,KY40258,52.8,$48.72 ,6
HOLLAND,3/22/2024,TN37421,52.8,$57.36 ,6
Hebron,11/4/2024,MI48326,52.8,$96.18 ,6
Hebron,2/14/2024,PA18064,52.8,$54.72 ,6
HEBRON,9/3/2024,CT6457,51.6,$71.04 ,6
Hebron,5/1/2024,IA50023,51.6,$54.78 ,6
Hebron,10/28/2024,IL60174,51.6,$75.48 ,6
Hebron,10/1/2024,MD21502,50.4,$48.66 ,6
Hebron,12/20/2024,VA23139,50.4,$57.72 ,6
Hebron,3/14/2024,VA23139,49.8,$68.16 ,6
Hebron,5/13/2024,VA23139,49.8,$68.40 ,6
Hebron,10/11/2024,FL33418,49.2,$45.00 ,6
Hebron,3/26/2024,GA30014,49.2,$68.16 ,6
Hebron,4/5/2024,MO63026,49.2,$54.90 ,6
Hebron,9/23/2024,NJ76081,49.2,$48.66 ,6
Hebron,5/1/2024,CA92154,48.6,$59.16 ,6
Hebron,10/8/2024,KY40601,48.6,$100.20 ,6
Hebron,9/27/2024,MO63026,48.6,$48.66 ,6
Hebron,10/1/2024,OH44113,48.6,$48.66 ,6
Hebron,3/14/2024,VA23139,48.6,$68.16 ,6
HEBRON,2/15/2024,CA94107,48,$274.38 ,6
HEBRON,9/26/2024,FL33765,48,$96.48 ,6
HEBRON,12/16/2024,TX79912,48,$149.94 ,6
HEBRON,10/31/2024,WA98661,48,$261.42 ,6
Hebron,1/3/2024,IL60089,48,$54.78 ,6
Hebron,10/23/2024,NJ70732,48,$81.54 ,6
Hebron,9/23/2024,NY13088,48,$70.86 ,6
Hebron,10/31/2024,TN37849,48,$74.34 ,6
SAN JOSE,10/3/2024,KY41048,48,$55.20 ,6
Hebron,1/11/2024,IN46176,47.4,$46.62 ,6
Hebron,9/5/2024,MI48375,47.4,$48.78 ,6
Hebron,9/26/2024,WA98052,47.4,$52.80 ,6
Hebron,2/13/2024,IL61354,46.8,$54.72 ,6
Hebron,1/11/2024,IN46176,46.8,$46.62 ,6
Hebron,3/18/2024,OH44145,46.8,$48.42 ,6
KENOSHA,4/4/2024,KY41048,46.8,$54.90 ,6
HEBRON,5/13/2024,MI49512,46.2,$55.08 ,6
Hebron,3/26/2024,FL33478,46.2,$54.90 ,6
Hebron,10/24/2024,FL33478,45.6,$50.82 ,6
Hebron,9/27/2024,MI48375,45.6,$48.66 ,6
Hebron,9/3/2024,OH44087,45.6,$48.78 ,6
HEBRON,10/18/2024,TX75231,45,$75.06 ,6
Hebron,11/18/2024,CA93901,45,$61.86 ,6
Hebron,12/4/2024,MA22153,45,$48.66 ,6
Hebron,12/18/2024,TN37013,45,$48.66 ,6
Hebron,9/12/2024,CO80202,44.4,$49.68 ,6
Hebron,12/23/2024,IN46738,44.4,$39.54 ,6
Hebron,3/22/2024,IL60030,43.8,$54.90 ,6
Hebron,10/22/2024,IN46738,43.8,$31.74 ,6
Hebron,9/27/2024,WA98052,43.8,$52.80 ,6
Mt. Pleasant,10/31/2024,OK73110,43.8,$94.68 ,6
Hebron,10/18/2024,OH45177,43.2,$154.14 ,6
Hebron,1/25/2024,CA90745,42.6,$56.58 ,6
Hebron,10/2/2024,FL33470,42.6,$57.72 ,6
Hebron,11/19/2024,NJ74703,42.6,$48.66 ,6
HEBRON,8/27/2024,CA41048,42,$126.24 ,6
Hebron,10/31/2024,KY40342,42,$40.50 ,6
Hebron,10/8/2024,TN37013,42,$40.62 ,6
PHOENIX,2/29/2024,KY41048,42,$197.40 ,6
Hebron,11/26/2024,CA91605,41.4,$50.64 ,6
Hebron,3/11/2024,KS66061,41.4,$54.90 ,6
Hebron,10/1/2024,WA98273,41.4,$50.64 ,6
Hebron,12/11/2024,AR72209,40.2,$48.66 ,6
Hebron,2/6/2024,IN46140,40.2,$51.54 ,6
Hebron,2/1/2024,MI48375,40.2,$54.72 ,6
Hebron,1/22/2024,ND58801,40.2,$90.60 ,6
Hebron,11/25/2024,OH44145,40.2,$48.66 ,6
Hebron,3/22/2024,AL35242,39.6,$54.90 ,6
Hebron,11/8/2024,IL60062,39.6,$48.72 ,6
Hebron,11/11/2024,MS38654,39.6,$48.66 ,6
Hebron,3/18/2024,AL35242,39,$54.90 ,6
Hebron,5/3/2024,TN37686,39,$54.78 ,6
Hebron,2/13/2024,FL32221,38.52,$77.34 ,6
Hebron,12/16/2024,FL32806,38.4,$48.66 ,6
Hebron,2/9/2024,MN55128,38.4,$54.72 ,6
Hebron,12/13/2024,AZ85027,37.8,$49.32 ,6
Hebron,11/27/2024,FL32806,37.8,$48.66 ,6
Hebron,9/4/2024,IL60421,37.8,$57.90 ,6
Hebron,1/24/2024,IL60532,37.8,$54.72 ,6
Hebron,12/16/2024,MI48187,37.8,$48.66 ,6
Hebron,1/11/2024,TX75050,37.8,$54.72 ,6
HEBRON,9/26/2024,CA95131,37.2,$50.64 ,6
Hebron,10/3/2024,CO80216,37.2,$48.66 ,6
Hebron,5/2/2024,IL60440,37.2,$56.46 ,6
Hebron,12/9/2024,TX77042,37.2,$48.66 ,6
Hebron,9/12/2024,CT60293,36.6,$48.72 ,6
Hebron,1/17/2024,FL33150,36.6,$54.72 ,6
Hebron,10/21/2024,IL60188,36.6,$71.40 ,6
Hebron,12/16/2024,MI48187,36.6,$48.66 ,6
Hebron,1/30/2024,MO63127,36.6,$54.72 ,6
Hebron,11/20/2024,NE68601,36.6,$57.72 ,6
Hebron,10/21/2024,NJ8854,36.6,$54.48 ,6
Hebron,5/9/2024,NY11742,36.6,$55.14 ,6
Hebron,11/4/2024,SC29058,36.6,$90.54 ,6
HEBRON,3/5/2024,AZ86322,36,$146.82 ,6
HEBRON,1/25/2024,NV89030,36,$133.20 ,6
HEBRON,10/1/2024,PA18017,36,$48.66 ,6
Hebron,9/25/2024,CA91761,36,$48.78 ,6
Hebron,5/10/2024,CT64101,36,$55.14 ,6
Hebron,10/31/2024,FL32303,36,$83.22 ,6
Hebron,2/9/2024,IL60133,36,$54.72 ,6
Hebron,9/24/2024,IL60188,36,$48.66 ,6
Hebron,5/2/2024,IL60440,36,$48.36 ,6
Hebron,9/5/2024,MO63127,36,$48.78 ,6
Hebron,10/4/2024,PA15601,36,$48.66 ,6
Hebron,9/13/2024,TX77032,36,$48.72 ,6
Hebron,10/31/2024,TX77584,36,$83.22 ,6
Hebron,9/24/2024,IA50322,35.4,$48.66 ,6
Hebron,2/13/2024,IL60188,35.4,$54.72 ,6
Hebron,5/2/2024,IL60440,35.4,$48.36 ,6
Hebron,1/18/2024,MA17024,35.4,$54.72 ,6
Hebron,5/15/2024,OH45404,35.4,$47.88 ,6
Hebron,5/9/2024,TX78577,35.4,$55.14 ,6
Hebron,10/21/2024,WI53142,35.4,$28.62 ,6
Hebron,9/16/2024,WI53711,35.4,$48.72 ,6
Mt. Pleasant,9/4/2024,KY41048,35.4,$48.78 ,6
Hebron,2/6/2024,AZ86409,34.8,$54.72 ,6
Hebron,9/16/2024,DE19720,34.8,$48.72 ,6
Hebron,9/19/2024,IL60133,34.8,$48.72 ,6
Hebron,9/13/2024,IL61550,34.8,$48.72 ,6
Hebron,3/8/2024,IN47006,34.8,$68.16 ,6
Hebron,12/6/2024,GA30024,34.5,$65.04 ,6
Hebron,5/3/2024,CA92154,34.2,$54.78 ,6
Hebron,11/21/2024,NY11795,34.2,$48.66 ,6
Hebron,12/13/2024,OK74107,34.2,$48.66 ,6
Hebron,12/6/2024,GA30024,34.14,$65.04 ,6
Mt. Pleasant,4/17/2024,KY41048,33.3,$54.90 ,6
HEBRON,11/19/2024,GA31833,33,$57.72 ,6
Hebron,2/6/2024,AZ86409,33,$54.72 ,6
Hebron,11/22/2024,CA92376,33,$48.78 ,6
Hebron,10/10/2024,CT61081,33,$62.52 ,6
Hebron,12/26/2024,IL61615,33,$48.66 ,6
CHARLOTTE,2/2/2024,PA19311,32.7,$57.18 ,6
Hebron,2/5/2024,CA92376,32.4,$54.72 ,6
Hebron,4/8/2024,CA92376,32.4,$54.78 ,6
Hebron,1/11/2024,CA94105,32.4,$54.72 ,6
Hebron,5/13/2024,GA30093,32.4,$55.08 ,6
Hebron,3/29/2024,GA31833,32.4,$68.16 ,6
Hebron,5/15/2024,MD21224,32.4,$55.08 ,6
Hebron,11/4/2024,TX75001,32.4,$88.44 ,6
Hebron,1/18/2024,IL60173,31.8,$54.72 ,6
Hebron,1/8/2024,PA18078,31.2,$54.72 ,6
Hebron,1/17/2024,WI54665,31.2,$71.10 ,6
Hebron,3/7/2024,CA92806,30.6,$54.90 ,6
Hebron,1/8/2024,MS38751,30.6,$67.98 ,6
HEBRON,11/25/2024,IN47805,30,$142.86 ,6
