sCity,ShipDate,Consolidated_data,Weight,Charge,# Shipments
Hebron,4/12/2024,CA92841,41.8,$33.42 ,2
Hebron,1/23/2024,FL32955,41.8,$20.90 ,2
Hebron,4/15/2024,IN46320,41.8,$18.30 ,2
Hebron,10/10/2024,MA21292,41.8,$39.50 ,2
Hebron,5/9/2024,MN55374,41.8,$27.20 ,2
Hebron,3/22/2024,MO63143,41.8,$18.42 ,2
Hebron,11/8/2024,MO64150,41.8,$16.38 ,2
Hebron,4/11/2024,MO65401,41.8,$22.68 ,2
Hebron,5/17/2024,NY11801,41.8,$27.14 ,2
Hebron,9/13/2024,TX75211,41.8,$23.78 ,2
Mt. Pleasant,11/13/2024,KY41048,41.8,$16.22 ,2
orlando,9/24/2024,KY41048,41.8,$31.26 ,2
FAIRMONT,1/12/2024,IN47130,41.6,$18.24 ,2
Fort Lauderdale,2/5/2024,KY41048,41.6,$21.84 ,2
HEBRON,2/21/2024,NC28752,41.6,$22.76 ,2
Hebron,11/18/2024,AR72209,41.6,$18.28 ,2
Hebron,10/28/2024,CA95841,41.6,$60.32 ,2
Hebron,12/26/2024,CO80111,41.6,$24.22 ,2
Hebron,11/4/2024,CO80112,41.6,$43.94 ,2
Hebron,5/10/2024,FL33018,41.6,$23.68 ,2
Hebron,11/25/2024,GA30093,41.6,$16.36 ,2
Hebron,1/30/2024,GA30680,41.6,$18.24 ,2
Hebron,3/22/2024,MO63143,41.6,$18.42 ,2
Hebron,12/26/2024,MO65898,41.6,$17.28 ,2
Hebron,3/22/2024,NC28607,41.6,$30.40 ,2
Hebron,11/5/2024,NH38456,41.6,$23.30 ,2
Hebron,9/5/2024,NY11214,41.6,$22.60 ,2
Hebron,9/13/2024,TX75211,41.6,$23.78 ,2
Hebron,11/18/2024,TX76114,41.6,$21.88 ,2
Hebron,5/8/2024,TX79706,41.6,$29.30 ,2
Houston,11/4/2024,MS39157,41.6,$56.32 ,2
CYPRESS,3/29/2024,KY41048,41.4,$33.48 ,2
Fort Lauderdale,2/5/2024,KY41048,41.4,$21.84 ,2
GREENVILLE,1/18/2024,NJ7110,41.4,$20.90 ,2
HEBRON,10/23/2024,OH43830,41.4,$31.62 ,2
Hebron,12/18/2024,AL36081,41.4,$20.30 ,2
Hebron,5/17/2024,CA91764,41.4,$54.60 ,2
Hebron,2/22/2024,CA92501,41.4,$39.64 ,2
Hebron,11/4/2024,DE19720,41.4,$29.40 ,2
Hebron,11/25/2024,GA31216,41.4,$16.36 ,2
Hebron,11/13/2024,IN46320,41.4,$16.22 ,2
Hebron,10/2/2024,IN47933,41.4,$19.24 ,2
Hebron,3/12/2024,MI48335,41.4,$18.42 ,2
Hebron,12/3/2024,MO65401,41.4,$20.30 ,2
Hebron,4/3/2024,OK73762,41.4,$50.62 ,2
Hebron,11/4/2024,PA18470,41.4,$34.88 ,2
Hebron,11/18/2024,TX75146,41.4,$21.88 ,2
Hebron,11/18/2024,TX77064,41.4,$21.88 ,2
Hebron,12/3/2024,WV25303,41.4,$16.68 ,2
Mount Pleasant,2/8/2024,FL33634,41.4,$21.84 ,2
WARSAW,4/18/2024,KY41048,41.4,$80.80 ,2
Bentonville,9/27/2024,IN47111,41.2,$21.30 ,2
Fort Lauderdale,10/11/2024,KY41048,41.2,$41.28 ,2
Fort Lauderdale,12/20/2024,KY41048,41.2,$21.48 ,2
Hebron,5/17/2024,CA91764,41.2,$54.60 ,2
Hebron,12/18/2024,CA96013,41.2,$36.60 ,2
Hebron,11/4/2024,CO80112,41.2,$43.94 ,2
Hebron,1/5/2024,FL33021,41.2,$32.28 ,2
Hebron,3/7/2024,FL33182,41.2,$28.54 ,2
Hebron,11/25/2024,KY42501,41.2,$19.24 ,2
Hebron,12/19/2024,MA23791,41.2,$37.16 ,2
Hebron,3/27/2024,MI48108,41.2,$23.68 ,2
Hebron,1/12/2024,MI48213,41.2,$23.60 ,2
Hebron,9/19/2024,MT59036,41.2,$26.00 ,2
Hebron,5/9/2024,OH43240,41.2,$18.38 ,2
Hebron,10/1/2024,PA18951,41.2,$28.06 ,2
Hebron,1/23/2024,TX78211,41.2,$24.62 ,2
Hebron,3/6/2024,TX78840,41.2,$29.14 ,2
VANDALIA,5/2/2024,KY41048,41.2,$18.26 ,2
FORT LAUDERDALE,1/25/2024,KY41048,41,$21.84 ,2
HEBRON,3/4/2024,NY11787,41,$18.30 ,2
Hebron,5/7/2024,DE19950,41,$22.84 ,2
Hebron,12/18/2024,FL33126,41,$23.10 ,2
Hebron,11/15/2024,FL33321,41,$19.48 ,2
Hebron,1/22/2024,FL33762,41,$20.90 ,2
Hebron,1/29/2024,FL33935,41,$26.36 ,2
Hebron,12/23/2024,FL34475,41,$20.56 ,2
Hebron,9/11/2024,GA30005,41,$18.30 ,2
Hebron,4/17/2024,KS66105,41,$18.30 ,2
Hebron,11/26/2024,MA27194,41,$19.48 ,2
Hebron,9/25/2024,MI48062,41,$19.24 ,2
Hebron,11/5/2024,MO64129,41,$16.38 ,2
Hebron,9/23/2024,NJ88544,41,$25.04 ,2
Hebron,1/25/2024,OH43228,41,$25.78 ,2
Hebron,5/9/2024,OH43240,41,$18.38 ,2
Hebron,5/6/2024,OH45417,41,$18.38 ,2
Hebron,4/16/2024,TX79770,41,$40.66 ,2
KENOSHA,1/10/2024,KY41048,41,$18.24 ,2
MINNEAPOLIS,10/8/2024,CA94553,41,$58.98 ,2
GREENVILLE,1/18/2024,NJ7110,40.8,$20.90 ,2
HEBRON,9/27/2024,CA90670,40.8,$31.08 ,2
HEBRON,8/28/2024,NJ41048,40.8,$16.32 ,2
Hebron,2/15/2024,AR72501,40.8,$31.38 ,2
Hebron,5/8/2024,AZ85027,40.8,$30.12 ,2
Hebron,4/4/2024,FL33021,40.8,$32.34 ,2
Hebron,1/29/2024,FL33935,40.8,$26.36 ,2
Hebron,10/11/2024,GA30341,40.8,$40.56 ,2
Hebron,11/19/2024,GA30650,40.8,$19.38 ,2
Hebron,2/21/2024,MI49423,40.8,$23.72 ,2
Hebron,12/13/2024,NC28227,40.8,$17.28 ,2
Hebron,3/11/2024,NC28601,40.8,$18.30 ,2
Hebron,12/5/2024,OH43054,40.8,$19.02 ,2
Hebron,2/7/2024,OH43830,40.8,$22.66 ,2
Hebron,11/21/2024,OH45044,40.8,$17.96 ,2
Hebron,11/25/2024,OR97132,40.8,$31.08 ,2
Hebron,10/8/2024,TN37130,40.8,$27.26 ,2
Hebron,10/25/2024,TX76262,40.8,$39.56 ,2
Hebron,10/29/2024,UT84119,40.8,$88.76 ,2
Hebron,11/19/2024,WI53072,40.8,$21.92 ,2
Hebron,5/6/2024,WY82801,40.8,$29.30 ,2
Port Orange,11/14/2024,KY41048,40.8,$20.36 ,2
REDLANDS,10/3/2024,KY41048,40.8,$32.48 ,2
FRIDLEY,4/16/2024,MI49090,40.6,$23.74 ,2
Fort Lauderdale,12/20/2024,KY41048,40.6,$21.48 ,2
GREENVILLE,10/8/2024,MI49424,40.6,$32.02 ,2
HEBRON,9/11/2024,FL32701,40.6,$19.52 ,2
HEBRON,4/11/2024,NC27215,40.6,$18.26 ,2
HEBRON,9/9/2024,OK73108,40.6,$19.52 ,2
Hebron,12/27/2024,AZ85603,40.6,$33.16 ,2
Hebron,1/10/2024,CO80111,40.6,$24.62 ,2
Hebron,1/18/2024,CO80122,40.6,$24.62 ,2
Hebron,12/18/2024,FL32819,40.6,$20.56 ,2
Hebron,1/12/2024,FL33178,40.6,$40.80 ,2
Hebron,10/2/2024,FL33619,40.6,$19.48 ,2
Hebron,5/3/2024,GA30071,40.6,$18.26 ,2
Hebron,3/11/2024,IA52577,40.6,$30.28 ,2
Hebron,3/25/2024,KY40511,40.6,$18.30 ,2
Hebron,11/22/2024,KY41048,40.6,$16.22 ,2
Hebron,11/22/2024,LA70816,40.6,$19.48 ,2
Hebron,5/14/2024,MD20852,40.6,$18.36 ,2
Hebron,3/15/2024,MI48317,40.6,$30.72 ,2
Hebron,1/9/2024,MI49801,40.6,$22.66 ,2
Hebron,3/6/2024,NC28001,40.6,$43.46 ,2
Hebron,1/12/2024,NJ7470,40.6,$18.24 ,2
Hebron,4/5/2024,NJ80521,40.6,$18.30 ,2
Hebron,9/23/2024,NM87109,40.6,$22.96 ,2
Hebron,3/14/2024,OH43035,40.6,$18.30 ,2
Hebron,4/5/2024,PA18966,40.6,$18.30 ,2
Hebron,3/27/2024,TN37813,40.6,$22.72 ,2
Hebron,9/25/2024,TX75024,40.6,$19.48 ,2
Hebron,5/14/2024,TX75149,40.6,$21.04 ,2
Hebron,2/29/2024,TX75709,40.6,$33.46 ,2
Hebron,10/25/2024,TX76262,40.6,$39.56 ,2
Hebron,9/6/2024,TX78521,40.6,$23.02 ,2
Hebron,4/5/2024,TX79904,40.6,$40.18 ,2
Hebron,10/29/2024,UT84119,40.6,$88.76 ,2
Hebron,11/22/2024,VA20120,40.6,$21.28 ,2
Hebron,5/13/2024,VA22901,40.6,$18.36 ,2
Hebron,3/1/2024,WA98003,40.6,$33.54 ,2
Hebron,3/1/2024,WA98023,40.6,$33.54 ,2
Hebron,1/24/2024,WV26170,40.6,$23.70 ,2
MINNEAPOLIS,10/16/2024,IN46227,40.6,$34.72 ,2
TORRANCE,9/18/2024,IL60188,40.6,$31.98 ,2
TORRANCE,9/24/2024,IL60188,40.6,$31.94 ,2
TORRANCE,10/17/2024,IL60188,40.6,$61.58 ,2
TORRANCE,12/18/2024,IL60188,40.6,$33.70 ,2
Eugene,9/23/2024,CA92805,40.56,$20.36 ,2
GRAPEVINE,9/18/2024,KY41048,40.4,$20.40 ,2
HEBRON,9/16/2024,NH3253,40.4,$23.30 ,2
HEBRON,9/23/2024,NM87109,40.4,$22.96 ,2
HEBRON,3/4/2024,NY11787,40.4,$18.30 ,2
HEBRON,2/16/2024,TX78526,40.4,$25.64 ,2
Hebron,12/20/2024,AL35233,40.4,$17.28 ,2
Hebron,3/6/2024,AL36037,40.4,$23.78 ,2
Hebron,3/20/2024,CA90620,40.4,$33.48 ,2
Hebron,1/12/2024,CA94954,40.4,$33.36 ,2
Hebron,11/1/2024,CA95030,40.4,$63.78 ,2
Hebron,2/20/2024,CA95348,40.4,$58.74 ,2
Hebron,1/9/2024,CT60372,40.4,$28.44 ,2
Hebron,1/10/2024,CT69012,40.4,$18.24 ,2
Hebron,1/22/2024,FL33762,40.4,$20.90 ,2
Hebron,5/3/2024,FL34232,40.4,$20.94 ,2
Hebron,9/25/2024,GA30144,40.4,$16.36 ,2
Hebron,5/1/2024,IA51111,40.4,$20.94 ,2
Hebron,5/9/2024,IL60133,40.4,$18.38 ,2
Hebron,1/11/2024,IL61802,40.4,$18.24 ,2
Hebron,2/8/2024,IN46074,40.4,$18.24 ,2
Hebron,11/4/2024,IN46802,40.4,$28.60 ,2
Hebron,4/10/2024,LA70663,40.4,$20.94 ,2
Hebron,5/14/2024,MD20852,40.4,$18.36 ,2
Hebron,4/15/2024,MD21157,40.4,$22.72 ,2
Hebron,3/22/2024,MI48309,40.4,$18.30 ,2
Hebron,3/25/2024,MI49117,40.4,$22.72 ,2
Hebron,12/9/2024,MN56187,40.4,$23.58 ,2
Hebron,1/24/2024,MO63122,40.4,$18.24 ,2
Hebron,9/24/2024,MO63640,40.4,$19.38 ,2
Hebron,3/4/2024,NC27893,40.4,$18.30 ,2
Hebron,1/5/2024,NJ76472,40.4,$18.26 ,2
Hebron,9/23/2024,NJ88544,40.4,$25.04 ,2
Hebron,10/11/2024,NY11787,40.4,$29.36 ,2
Hebron,5/15/2024,NY12401,40.4,$34.44 ,2
Hebron,8/16/2024,NY41048,40.4,$40.36 ,2
Hebron,1/29/2024,OH43110,40.4,$18.24 ,2
Hebron,11/20/2024,OH44145,40.4,$16.22 ,2
Hebron,9/5/2024,OH44202,40.4,$16.26 ,2
Hebron,11/21/2024,OH44515,40.4,$16.22 ,2
Hebron,3/21/2024,OH45225,40.4,$18.30 ,2
Hebron,11/20/2024,OR97055,40.4,$34.10 ,2
Hebron,3/11/2024,PA17055,40.4,$25.86 ,2
Hebron,2/20/2024,PA17557,40.4,$18.32 ,2
Hebron,1/23/2024,RI29111,40.4,$20.90 ,2
Hebron,1/17/2024,SC29072,40.4,$18.24 ,2
Hebron,9/25/2024,TX75024,40.4,$19.48 ,2
Hebron,10/22/2024,TX75765,40.4,$39.30 ,2
Hebron,2/12/2024,TX77006,40.4,$20.90 ,2
Hebron,10/28/2024,TX78758,40.4,$60.40 ,2
Hebron,4/9/2024,VA23060,40.4,$18.26 ,2
KENOSHA,5/8/2024,KY41048,40.4,$18.38 ,2
NAMPA,10/22/2024,TN37172,40.4,$62.22 ,2
Port Orange,1/15/2024,KY41048,40.4,$21.84 ,2
COMPTON,9/24/2024,DE19804,40.2,$32.48 ,2
FRIDLEY,4/16/2024,NY13326,40.2,$26.54 ,2
GREENVILLE,10/10/2024,OH44601,40.2,$33.16 ,2
HEBRON,12/16/2024,GA30071,40.2,$29.10 ,2
HEBRON,9/23/2024,NM87109,40.2,$22.96 ,2
Hebron,2/22/2024,AL35205,40.2,$18.32 ,2
Hebron,5/10/2024,AR72117,40.2,$18.38 ,2
Hebron,1/18/2024,AZ85040,40.2,$29.86 ,2
Hebron,12/27/2024,AZ85603,40.2,$33.16 ,2
Hebron,5/1/2024,CA92614,40.2,$33.42 ,2
Hebron,3/18/2024,CA92691,40.2,$33.48 ,2
Hebron,1/12/2024,CA94954,40.2,$33.36 ,2
Hebron,2/2/2024,CO80110,40.2,$24.62 ,2
Hebron,1/22/2024,FL33762,40.2,$20.90 ,2
Hebron,10/25/2024,IA50314,40.2,$33.22 ,2
Hebron,3/21/2024,IA50441,40.2,$25.16 ,2
Hebron,1/11/2024,IL61802,40.2,$18.24 ,2
Hebron,2/2/2024,IL62959,40.2,$18.24 ,2
Hebron,3/8/2024,MA1752,40.2,$43.48 ,2
Hebron,4/16/2024,MI48033,40.2,$18.30 ,2
Hebron,3/13/2024,MI48309,40.2,$18.30 ,2
Hebron,5/6/2024,MN55344,40.2,$25.98 ,2
Hebron,4/4/2024,MO63143,40.2,$18.30 ,2
Hebron,9/24/2024,MO63640,40.2,$19.38 ,2
Hebron,5/8/2024,MO63936,40.2,$34.40 ,2
Hebron,4/10/2024,NC27893,40.2,$18.26 ,2
Hebron,1/17/2024,NE68601,40.2,$25.32 ,2
Hebron,3/1/2024,NJ70221,40.2,$18.32 ,2
Hebron,1/5/2024,NY10451,40.2,$18.26 ,2
Hebron,5/13/2024,NY12401,40.2,$34.44 ,2
Hebron,4/10/2024,OH43035,40.2,$18.26 ,2
Hebron,11/21/2024,OH44515,40.2,$16.22 ,2
Hebron,3/21/2024,OH45225,40.2,$18.30 ,2
Hebron,12/3/2024,OK73095,40.2,$31.74 ,2
Hebron,12/9/2024,TN37066,40.2,$16.68 ,2
Hebron,3/21/2024,TN37086,40.2,$18.30 ,2
Hebron,4/3/2024,TN38024,40.2,$31.48 ,2
Hebron,9/6/2024,TN38305,40.2,$25.10 ,2
Hebron,10/28/2024,TX75460,40.2,$42.58 ,2
Hebron,10/28/2024,TX78758,40.2,$60.40 ,2
Hebron,9/30/2024,UT84119,40.2,$43.70 ,2
MINNEAPOLIS,10/18/2024,MI48180,40.2,$34.72 ,2
Monterey,12/19/2024,WA98001,40.2,$25.54 ,2
Mt. Pleasant,9/12/2024,SC29340,40.2,$20.28 ,2
TORRANCE,10/17/2024,IL60188,40.2,$61.58 ,2
TORRANCE,11/6/2024,PA19422,40.2,$32.52 ,2
AUGUSTA,9/24/2024,KY41048,40,$44.54 ,2
ELGIN,12/18/2024,KY41048,40,$16.96 ,2
HEBRON,4/22/2024,AR72335,40,$122.32 ,2
HEBRON,2/13/2024,AZ85282,40,$129.14 ,2
HEBRON,3/29/2024,CA90024,40,$113.56 ,2
HEBRON,5/2/2024,CA90250,40,$113.38 ,2
HEBRON,1/26/2024,CA92154,40,$110.70 ,2
HEBRON,12/23/2024,CA92653,40,$98.36 ,2
HEBRON,10/29/2024,CA94560,40,$327.50 ,2
HEBRON,9/6/2024,CA94708,40,$117.76 ,2
HEBRON,9/20/2024,FL33538,40,$58.86 ,2
HEBRON,9/13/2024,FL33619,40,$55.24 ,2
HEBRON,10/21/2024,FL33935,40,$187.14 ,2
HEBRON,11/19/2024,FL33982,40,$60.48 ,2
HEBRON,12/26/2024,MI48093,40,$104.46 ,2
HEBRON,4/10/2024,NC27215,40,$18.26 ,2
HEBRON,10/9/2024,NJ7202,40,$220.12 ,2
HEBRON,3/4/2024,NY11787,40,$18.30 ,2
Hayward,12/5/2024,IA50325,40,$29.86 ,2
Hebron,10/1/2024,AZ85281,40,$27.08 ,2
Hebron,10/2/2024,AZ85388,40,$27.08 ,2
Hebron,12/10/2024,CA92130,40,$53.34 ,2
Hebron,5/13/2024,CA92841,40,$33.58 ,2
Hebron,10/14/2024,CO80020,40,$52.62 ,2
Hebron,3/8/2024,FL32303,40,$20.98 ,2
Hebron,2/29/2024,FL32803,40,$29.28 ,2
Hebron,11/7/2024,FL33054,40,$19.14 ,2
Hebron,4/17/2024,FL33166,40,$23.56 ,2
Hebron,3/29/2024,FL33815,40,$32.34 ,2
Hebron,12/26/2024,FL34234,40,$20.16 ,2
Hebron,9/13/2024,GA31302,40,$28.08 ,2
Hebron,3/21/2024,IL61602,40,$18.30 ,2
Hebron,3/13/2024,MI48309,40,$18.30 ,2
Hebron,4/1/2024,MN55344,40,$25.86 ,2
Hebron,11/22/2024,MO63111,40,$16.22 ,2
Hebron,1/3/2024,NC27713,40,$18.26 ,2
Hebron,9/23/2024,NM87109,40,$22.24 ,2
Hebron,3/26/2024,NY10017,40,$22.72 ,2
Hebron,3/8/2024,NY12564,40,$22.72 ,2
Hebron,3/15/2024,NY14127,40,$27.06 ,2
Hebron,6/10/2024,NY94538,40,$34.34 ,2
Hebron,1/25/2024,TN37919,40,$31.14 ,2
Hebron,11/18/2024,UT84104,40,$43.70 ,2
Hebron,1/11/2024,UT84119,40,$47.04 ,2
Hebron,12/2/2024,UT84602,40,$27.08 ,2
Hebron,3/12/2024,WV26764,40,$66.20 ,2
KENOSHA,3/19/2024,KY41048,40,$18.30 ,2
Mt. Pleasant,9/12/2024,SC29340,40,$20.12 ,2
Port Orange,2/22/2024,KY41048,40,$22.68 ,2
Port Orange,11/14/2024,KY41048,40,$19.98 ,2
Salt Lake City,3/14/2024,KY41048,40,$32.06 ,2
Seal Beach,3/1/2024,KY41048,40,$34.24 ,2
Seal Beach,11/8/2024,KY41048,40,$30.20 ,2
Boothwyn,2/6/2024,TN37416,39.8,$21.60 ,2
CYPRESS,10/15/2024,KY41048,39.8,$61.24 ,2
Conyers,1/25/2024,KY41048,39.8,$19.06 ,2
Eugene,3/27/2024,FL33331,39.8,$35.74 ,2
Fort Lauderdale,2/19/2024,NC27705,39.8,$22.68 ,2
HEBRON,12/16/2024,GA30071,39.8,$29.10 ,2
HEBRON,9/9/2024,NC28202,39.8,$27.54 ,2
HEBRON,12/11/2024,NC28659,39.8,$19.24 ,2
Hebron,1/8/2024,AL35205,39.8,$18.24 ,2
Hebron,10/2/2024,AZ85388,39.8,$27.08 ,2
Hebron,5/7/2024,DE19950,39.8,$22.84 ,2
Hebron,1/31/2024,FL32256,39.8,$21.60 ,2
Hebron,3/29/2024,FL33815,39.8,$32.34 ,2
Hebron,1/9/2024,GA30062,39.8,$26.96 ,2
Hebron,5/16/2024,GA30097,39.8,$18.36 ,2
Hebron,10/23/2024,IN46802,39.8,$37.58 ,2
Hebron,4/17/2024,KS66105,39.8,$18.30 ,2
Hebron,12/12/2024,MD21090,39.8,$21.86 ,2
Hebron,12/9/2024,MN56187,39.8,$23.18 ,2
Hebron,12/19/2024,MS39232,39.8,$16.40 ,2
Hebron,5/15/2024,NJ76315,39.8,$30.82 ,2
Hebron,9/26/2024,NJ86912,39.8,$16.22 ,2
Hebron,11/21/2024,NJ88659,39.8,$28.06 ,2
Hebron,9/23/2024,NM87109,39.8,$22.24 ,2
Hebron,12/30/2024,NY11217,39.8,$26.52 ,2
Hebron,6/10/2024,NY41048,39.8,$34.34 ,2
Hebron,10/28/2024,TX75460,39.8,$41.82 ,2
Hebron,9/19/2024,TX78219,39.8,$44.66 ,2
Hebron,1/11/2024,UT84119,39.8,$47.04 ,2
Hebron,2/9/2024,UT84119,39.8,$47.04 ,2
Hebron,9/30/2024,UT84119,39.8,$43.70 ,2
Hebron,10/29/2024,UT84119,39.8,$88.76 ,2
Hebron,2/20/2024,UT84606,39.8,$30.74 ,2
Port Orange,11/15/2024,KY41048,39.8,$19.98 ,2
SUNRISE,1/30/2024,KY41048,39.8,$31.10 ,2
HEBRON,1/9/2024,OR97124,39.6,$34.08 ,2
Hebron,12/20/2024,AL35233,39.6,$16.40 ,2
Hebron,5/10/2024,AR72117,39.6,$18.38 ,2
Hebron,5/7/2024,CA92154,39.6,$54.68 ,2
Hebron,3/29/2024,CA93401,39.6,$39.58 ,2
Hebron,11/25/2024,CA93401,39.6,$36.76 ,2
Hebron,8/6/2024,CO60133,39.6,$22.24 ,2
Hebron,10/14/2024,CO80020,39.6,$52.62 ,2
Hebron,11/15/2024,CO80110,39.6,$22.24 ,2
Hebron,10/2/2024,DE19901,39.6,$16.22 ,2
Hebron,5/7/2024,DE19950,39.6,$22.84 ,2
Hebron,3/8/2024,FL32771,39.6,$21.66 ,2
Hebron,12/11/2024,FL32824,39.6,$20.16 ,2
Hebron,12/11/2024,IA50266,39.6,$16.40 ,2
Hebron,9/19/2024,IL60133,39.6,$16.24 ,2
Hebron,2/13/2024,IN46410,39.6,$25.78 ,2
Hebron,4/17/2024,KS66105,39.6,$18.30 ,2
Hebron,10/15/2024,KY41048,39.6,$31.52 ,2
Hebron,12/6/2024,MA23791,39.6,$20.16 ,2
Hebron,4/9/2024,MD21017,39.6,$18.26 ,2
Hebron,5/7/2024,MI48197,39.6,$23.80 ,2
Hebron,12/9/2024,MN56187,39.6,$23.18 ,2
Hebron,2/22/2024,NC28110,39.6,$18.32 ,2
Hebron,9/3/2024,NJ81101,39.6,$16.26 ,2
Hebron,12/30/2024,NY11217,39.6,$26.52 ,2
Hebron,9/23/2024,NY11570,39.6,$16.22 ,2
Hebron,10/7/2024,NY11570,39.6,$31.48 ,2
Hebron,12/16/2024,NY11576,39.6,$16.40 ,2
Hebron,4/15/2024,NY13160,39.6,$47.94 ,2
Hebron,4/5/2024,OH44286,39.6,$23.68 ,2
Hebron,11/4/2024,PA18951,39.6,$55.40 ,2
Hebron,4/2/2024,RI28183,39.6,$21.66 ,2
Hebron,3/1/2024,TN37919,39.6,$31.30 ,2
Hebron,10/10/2024,TN37919,39.6,$46.84 ,2
Hebron,5/6/2024,TX75006,39.6,$21.90 ,2
Hebron,3/4/2024,TX79119,39.6,$34.08 ,2
Hebron,10/29/2024,UT84119,39.6,$88.76 ,2
Hebron,12/20/2024,VA23060,39.6,$16.40 ,2
Hebron,10/8/2024,VT56414,39.6,$55.52 ,2
TORRANCE,2/21/2024,OH44256,39.6,$40.22 ,2
HEBRON,3/1/2024,IN46250,39.4,$28.72 ,2
HEBRON,9/12/2024,MO63026,39.4,$16.24 ,2
Hebron,1/8/2024,AL35205,39.4,$18.24 ,2
Hebron,12/10/2024,CA92130,39.4,$53.34 ,2
Hebron,11/15/2024,CO80110,39.4,$22.24 ,2
Hebron,3/29/2024,CO80640,39.4,$25.22 ,2
Hebron,5/16/2024,DE19720,39.4,$18.36 ,2
Hebron,10/24/2024,FL32824,39.4,$38.80 ,2
Hebron,9/13/2024,FL33054,39.4,$19.14 ,2
Hebron,9/11/2024,FL33407,39.4,$19.14 ,2
Hebron,10/1/2024,FL33430,39.4,$22.90 ,2
Hebron,11/20/2024,FL34234,39.4,$36.40 ,2
Hebron,2/16/2024,GA30014,39.4,$22.66 ,2
Hebron,9/10/2024,GA30071,39.4,$25.06 ,2
Hebron,9/13/2024,GA30097,39.4,$16.24 ,2
Hebron,2/13/2024,IL60585,39.4,$38.14 ,2
Hebron,10/4/2024,IL61761,39.4,$23.90 ,2
Hebron,10/2/2024,IN46064,39.4,$19.24 ,2
Hebron,4/15/2024,KY41048,39.4,$21.66 ,2
Hebron,10/15/2024,KY41048,39.4,$31.52 ,2
Hebron,12/10/2024,LA71373,39.4,$23.94 ,2
Hebron,2/22/2024,LA71463,39.4,$26.14 ,2
Hebron,2/27/2024,MD21842,39.4,$25.90 ,2
Hebron,5/8/2024,MN55418,39.4,$18.38 ,2
Hebron,5/15/2024,NJ76315,39.4,$30.82 ,2
Hebron,12/9/2024,NY11101,39.4,$21.86 ,2
Hebron,10/1/2024,NY11576,39.4,$16.22 ,2
Hebron,12/16/2024,NY11576,39.4,$16.40 ,2
Hebron,10/7/2024,NY11795,39.4,$31.48 ,2
Hebron,5/6/2024,NY13760,39.4,$18.38 ,2
Hebron,3/21/2024,OH45225,39.4,$18.30 ,2
Hebron,3/18/2024,TN37919,39.4,$31.24 ,2
Hebron,2/20/2024,TN37922,39.4,$30.76 ,2
Hebron,2/29/2024,TX75709,39.4,$34.14 ,2
Hebron,1/24/2024,TX77578,39.4,$21.60 ,2
Hebron,3/26/2024,UT84115,39.4,$30.68 ,2
Hebron,5/9/2024,VA22192,39.4,$34.80 ,2
Hebron,1/3/2024,WA98642,39.4,$38.56 ,2
PLAINFIELD,1/18/2024,KY41048,39.4,$18.24 ,2
Phoenix,5/6/2024,KY41048,39.4,$30.84 ,2
Hebron,11/19/2024,PA19102,39.22,$16.22 ,2
FAIRMONT,12/18/2024,KY41048,39.2,$17.14 ,2
Hebron,2/12/2024,AL35233,39.2,$18.24 ,2
Hebron,3/20/2024,AL35233,39.2,$18.30 ,2
Hebron,5/7/2024,CA92154,39.2,$54.68 ,2
Hebron,11/15/2024,CO80110,39.2,$22.24 ,2
Hebron,11/14/2024,CT69025,39.2,$16.22 ,2
Hebron,12/30/2024,FL32209,39.2,$20.16 ,2
Hebron,10/22/2024,FL32955,39.2,$38.80 ,2
Hebron,11/1/2024,FL33710,39.2,$38.80 ,2
Hebron,9/13/2024,GA30097,39.2,$16.24 ,2
Hebron,12/11/2024,IA50266,39.2,$16.40 ,2
Hebron,10/4/2024,IL61761,39.2,$23.90 ,2
Hebron,7/9/2024,IN46738,39.2,$16.22 ,2
Hebron,4/17/2024,KS66105,39.2,$18.30 ,2
Hebron,12/10/2024,LA71373,39.2,$23.94 ,2
Hebron,5/6/2024,MO64501,39.2,$18.38 ,2
Hebron,5/13/2024,NY11787,39.2,$18.36 ,2
Hebron,10/11/2024,NY11787,39.2,$27.94 ,2
Hebron,9/9/2024,NY11795,39.2,$16.24 ,2
Hebron,11/18/2024,NY11795,39.2,$16.22 ,2
Hebron,2/16/2024,NY14224,39.2,$40.74 ,2
Hebron,10/29/2024,OH45414,39.2,$27.44 ,2
Hebron,2/20/2024,TX76063,39.2,$29.28 ,2
Hebron,4/15/2024,TX78211,39.2,$25.22 ,2
Hebron,12/24/2024,UT84119,39.2,$46.28 ,2
Hebron,1/11/2024,WI53151,39.2,$18.24 ,2
Hebron,5/1/2024,CA92614,39.16,$34.14 ,2
Hebron,10/30/2024,CO80216,39,$45.20 ,2
Hebron,12/2/2024,CO80228,39,$26.16 ,2
Hebron,2/16/2024,FL32819,39,$32.22 ,2
Hebron,10/22/2024,FL32955,39,$38.80 ,2
Hebron,1/5/2024,FL33054,39,$21.64 ,2
Hebron,3/21/2024,FL33311,39,$21.66 ,2
Hebron,1/22/2024,FL33762,39,$21.60 ,2
Hebron,1/8/2024,FL33765,39,$21.60 ,2
Hebron,3/27/2024,FL34234,39,$21.66 ,2
Hebron,11/20/2024,FL34234,39,$36.40 ,2
Hebron,3/28/2024,IN46250,39,$26.98 ,2
Hebron,3/27/2024,IN47404,39,$18.30 ,2
